Obs.	statenum	casenum	vnumber	pnumber	city	county	accdate	accday	accmon	caseyear	driverdrowsy	latitude	longitude	age	airbag	prf1	prf2	prf3	restraint	body	gvwrating	vfatcount	make	model	modelyr	vrf1	vrf2	drivpres	drf1	drf2	drf3	drf4	dridistract	

1	1	2	1	1	1716	73	01102016	10	1	2016	0	33.40030556	-86.78723333	24	8	0	0	0	7	4	0	1	37	31	2008	0	0	1	0	0	0	0	00	
2	1	2	1	2	1716	73	01102016	10	1	2016	0	33.40030556	-86.78723333	22	8	0	0	0	7	4	0	1	37	31	2008	0	0	1	0	0	0	0	00	
3	1	3	1	1	0	73	01012016	1	1	2016	0	33.64924444	-86.60725833	22	1	0	0	0	7	31	0	1	20	481	2008	0	0	1	0	0	0	0	00	
4	1	6	1	1	0	109	01012016	1	1	2016	0	31.72063333	-85.95999167	58	8	0	0	0	7	30	0	1	49	472	2009	0	0	1	58	0	0	0	99	
5	1	7	1	1	530	117	01012016	1	1	2016	0	33.14415000	-86.79276944	44	8	0	0	0	7	4	0	1	63	34	2010	0	0	1	99	99	99	99	99	
6	1	9	1	1	2545	103	01042016	4	1	2016	0	34.50008611	-86.85370278	69	1	0	0	0	3	30	0	0	35	472	2015	0	0	1	89	28	0	0	99	
7	1	9	2	1	2545	103	01042016	4	1	2016	0	34.50008611	-86.85370278	20	8	0	0	0	7	3	0	2	48	46	2015	0	0	1	0	0	0	0	00	
8	1	9	2	2	2545	103	01042016	4	1	2016	0	34.50008611	-86.85370278	19	8	0	0	0	7	3	0	2	48	46	2015	0	0	1	0	0	0	0	00	
9	1	9	2	3	2545	103	01042016	4	1	2016	0	34.50008611	-86.85370278	22	8	0	0	0	7	3	0	2	48	46	2015	0	0	1	0	0	0	0	00	
10	1	14	1	1	2100	97	01082016	8	1	2016	0	30.62527222	-88.08787222	25	20	0	0	0	7	4	0	1	35	47	2009	0	0	1	28	0	0	0	99	
11	1	14	1	2	2100	97	01082016	8	1	2016	0	30.62527222	-88.08787222	4	20	0	0	0	7	4	0	1	35	47	2009	0	0	1	28	0	0	0	99	
12	1	14	1	3	2100	97	01082016	8	1	2016	0	30.62527222	-88.08787222	60	20	0	0	0	7	4	0	1	35	47	2009	0	0	1	28	0	0	0	99	
13	1	14	1	4	2100	97	01082016	8	1	2016	0	30.62527222	-88.08787222	1	3	0	0	0	7	4	0	1	35	47	2009	0	0	1	28	0	0	0	99	
14	1	15	2	1	0	121	01082016	8	1	2016	0	33.56590278	-85.93993056	75	8	0	0	0	3	20	0	0	37	441	2014	0	0	1	0	0	0	0	00	
15	1	15	2	2	0	121	01082016	8	1	2016	0	33.56590278	-85.93993056	11	8	0	0	0	3	20	0	0	37	441	2014	0	0	1	0	0	0	0	00	
16	1	18	1	1	0	71	01132016	13	1	2016	0	34.56575000	-86.03709444	69	1	0	0	0	3	4	0	1	20	37	2015	0	0	1	0	0	0	0	99	
17	1	23	1	1	9997	83	01142016	14	1	2016	0	34.87481944	-86.98070556	32	99	0	0	0	99	4	0	2	20	2	2008	0	0	1	0	0	0	0	00	
18	1	23	1	2	9997	83	01142016	14	1	2016	0	34.87481944	-86.98070556	22	99	0	0	0	99	4	0	2	20	2	2008	0	0	1	0	0	0	0	00	
19	1	26	1	1	1730	89	01152016	15	1	2016	0	34.71243611	-86.67097778	19	8	0	0	0	3	4	0	1	52	46	2009	0	0	1	89	85	0	0	00	
20	1	26	1	2	1730	89	01152016	15	1	2016	0	34.71243611	-86.67097778	63	8	0	0	0	99	4	0	1	52	46	2009	0	0	1	89	85	0	0	00	
21	1	26	2	1	1730	89	01152016	15	1	2016	0	34.71243611	-86.67097778	62	8	0	0	0	3	14	0	0	37	402	2014	0	0	1	0	0	0	0	00	
22	1	26	2	2	1730	89	01152016	15	1	2016	0	34.71243611	-86.67097778	61	8	0	0	0	3	14	0	0	37	402	2014	0	0	1	0	0	0	0	00	
23	1	26	3	1	1730	89	01152016	15	1	2016	0	34.71243611	-86.67097778	65	1	0	0	0	3	6	0	0	63	37	2012	0	0	1	89	0	0	0	00	
24	1	29	1	1	0	123	01142016	14	1	2016	0	33.09165833	-85.77912222	46	20	0	0	0	7	4	0	1	35	47	2012	0	0	1	28	0	0	0	99	
25	1	30	1	1	2780	33	01102016	10	1	2016	0	34.74736111	-87.68036667	22	8	0	0	0	7	4	0	1	20	2	2008	0	0	1	0	0	0	0	99	
26	1	30	1	2	2780	33	01102016	10	1	2016	0	34.74736111	-87.68036667	25	8	0	0	0	99	4	0	1	20	2	2008	0	0	1	0	0	0	0	99	
27	1	30	1	3	2780	33	01102016	10	1	2016	0	34.74736111	-87.68036667	25	8	0	0	0	99	4	0	1	20	2	2008	0	0	1	0	0	0	0	99	
28	1	31	3	1	2063	51	01212016	21	1	2016	0	32.50413889	-86.38765833	54	8	0	0	0	3	4	0	1	63	34	2015	0	0	1	0	0	0	0	00	
29	1	32	1	1	350	117	01212016	21	1	2016	0	33.46345833	-86.64188611	32	20	0	0	0	7	15	0	0	23	422	2015	0	0	1	89	51	0	0	00	
30	1	32	1	2	350	117	01212016	21	1	2016	0	33.46345833	-86.64188611	4	2	0	0	0	12	15	0	0	23	422	2015	0	0	1	89	51	0	0	00	
31	1	32	1	3	350	117	01212016	21	1	2016	0	33.46345833	-86.64188611	2	2	0	0	0	10	15	0	0	23	422	2015	0	0	1	89	51	0	0	00	
32	1	33	1	1	2130	101	01212016	21	1	2016	0	32.38260278	-86.17339722	61	1	0	0	0	3	4	0	0	37	32	2010	0	0	1	38	0	0	0	00	
33	1	34	2	1	0	83	01222016	22	1	2016	0	34.97634444	-86.80498611	25	1	0	0	0	3	15	0	0	23	421	2008	0	0	1	0	0	0	0	00	
34	1	34	2	2	0	83	01222016	22	1	2016	0	34.97634444	-86.80498611	25	1	0	0	0	3	15	0	0	23	421	2008	0	0	1	0	0	0	0	00	
35	1	34	2	3	0	83	01222016	22	1	2016	0	34.97634444	-86.80498611	0	0	0	0	0	11	15	0	0	23	421	2008	0	0	1	0	0	0	0	00	
36	1	35	1	1	2355	3	01222016	22	1	2016	0	30.26755833	-87.59540278	85	1	0	0	0	3	15	0	0	18	421	2015	0	0	1	38	0	0	0	00	
37	1	35	1	2	2355	3	01222016	22	1	2016	0	30.26755833	-87.59540278	90	1	0	0	0	3	15	0	0	18	421	2015	0	0	1	38	0	0	0	00	
38	1	38	1	1	0	21	01262016	26	1	2016	0	32.70844167	-86.82197778	29	1	0	0	0	3	4	0	1	7	24	2010	0	0	1	8	28	0	0	00	
39	1	41	2	1	3050	125	01282016	28	1	2016	0	33.22455000	-87.53247500	37	20	0	0	0	3	15	0	0	42	421	2014	0	0	1	0	0	0	0	00	
40	1	41	2	2	3050	125	01282016	28	1	2016	0	33.22455000	-87.53247500	5	20	0	0	0	3	15	0	0	42	421	2014	0	0	1	0	0	0	0	00	
41	1	41	2	3	3050	125	01282016	28	1	2016	0	33.22455000	-87.53247500	13	0	0	0	0	3	15	0	0	42	421	2014	0	0	1	0	0	0	0	00	
42	1	41	2	4	3050	125	01282016	28	1	2016	0	33.22455000	-87.53247500	7	20	0	0	0	3	15	0	0	42	421	2014	0	0	1	0	0	0	0	00	
43	1	41	2	5	3050	125	01282016	28	1	2016	0	33.22455000	-87.53247500	11	0	0	0	0	3	15	0	0	42	421	2014	0	0	1	0	0	0	0	00	
44	1	46	1	1	2130	101	02072016	7	2	2016	0	32.36825000	-86.12127500	22	1	0	0	0	3	5	0	1	35	50	2014	0	0	1	0	0	0	0	00	
45	1	46	1	2	2130	101	02072016	7	2	2016	0	32.36825000	-86.12127500	2	0	0	0	0	10	5	0	1	35	50	2014	0	0	1	0	0	0	0	00	
46	1	48	2	1	1970	89	02122016	12	2	2016	0	34.67140833	-86.75699722	31	8	0	0	0	3	6	0	1	52	47	2012	0	0	1	0	0	0	0	00	
47	1	48	3	1	1970	89	02122016	12	2	2016	0	34.67140833	-86.75699722	22	1	0	0	0	3	14	0	0	2	403	2014	0	0	1	0	0	0	0	00	
48	1	48	3	2	1970	89	02122016	12	2	2016	0	34.67140833	-86.75699722	26	1	0	0	0	3	14	0	0	2	403	2014	0	0	1	0	0	0	0	00	
49	1	50	1	1	0	15	02122016	12	2	2016	0	33.61401389	-85.74714722	31	99	0	0	0	99	31	0	1	12	481	2015	0	0	1	89	0	0	0	99	
50	1	52	1	1	460	7	01302016	30	1	2016	0	32.94237500	-87.17577222	39	20	0	0	0	3	1	0	0	6	43	2008	0	0	1	0	0	0	0	00	
51	1	52	1	2	460	7	01302016	30	1	2016	0	32.94237500	-87.17577222	36	1	0	0	0	3	1	0	0	6	43	2008	0	0	1	0	0	0	0	00	
52	1	52	1	3	460	7	01302016	30	1	2016	0	32.94237500	-87.17577222	20	0	0	0	0	99	1	0	0	6	43	2008	0	0	1	0	0	0	0	00	
53	1	54	2	1	0	43	02012016	1	2	2016	0	34.21828611	-86.89541944	18	20	0	0	0	3	14	0	0	30	402	2010	0	0	1	0	0	0	0	00	
54	1	55	1	1	1850	73	02032016	3	2	2016	0	33.54280000	-86.55969167	31	1	0	0	0	3	4	0	0	35	47	2013	0	0	1	28	0	0	0	99	
55	1	55	1	2	1850	73	02032016	3	2	2016	0	33.54280000	-86.55969167	998	0	0	0	0	10	4	0	0	35	47	2013	0	0	1	28	0	0	0	99	
56	1	55	2	1	1850	73	02032016	3	2	2016	0	33.54280000	-86.55969167	35	8	0	0	0	3	14	0	1	20	405	2014	0	0	1	0	0	0	0	00	
57	1	59	1	1	2100	97	02062016	6	2	2016	0	30.66925833	-88.10314444	64	3	0	0	0	3	4	0	0	63	32	2015	0	0	1	38	0	0	0	99	
58	1	61	2	1	2130	101	02082016	8	2	2016	0	32.37947500	-86.15707778	28	1	0	0	0	3	6	0	0	2	1	2012	0	0	1	0	0	0	0	00	
59	1	61	2	2	2130	101	02082016	8	2	2016	0	32.37947500	-86.15707778	998	0	0	0	0	3	6	0	0	2	1	2012	0	0	1	0	0	0	0	00	
60	1	61	2	3	2130	101	02082016	8	2	2016	0	32.37947500	-86.15707778	998	0	0	0	0	11	6	0	0	2	1	2012	0	0	1	0	0	0	0	00	
61	1	61	3	1	2130	101	02082016	8	2	2016	0	32.37947500	-86.15707778	25	2	0	0	0	3	4	0	0	41	50	2014	0	0	1	89	0	0	0	00	
62	1	62	1	1	0	51	02092016	9	2	2016	0	32.63058056	-86.30070556	71	1	0	0	0	7	4	0	1	49	40	2009	0	0	1	28	0	0	0	00	
63	1	63	4	1	1730	89	03222016	22	3	2016	0	34.73503889	-86.62730000	52	20	0	0	0	3	14	0	0	52	402	2011	0	0	1	0	0	0	0	00	
64	1	66	1	1	0	89	02072016	7	2	2016	0	34.93386389	-86.57180556	53	1	0	0	0	7	31	0	1	20	481	2008	0	0	1	0	0	0	0	99	
65	1	67	1	1	0	97	02092016	9	2	2016	0	30.44338611	-88.35915833	83	8	0	0	0	7	4	0	1	49	40	2014	0	0	1	28	0	0	0	92	
66	1	73	1	1	0	83	02262016	26	2	2016	0	34.85565833	-86.92801944	55	20	0	0	0	3	4	0	0	30	40	2015	0	0	1	0	0	0	0	00	
67	1	77	1	1	0	35	02162016	16	2	2016	0	31.51423889	-86.70300278	26	8	0	0	0	1	31	0	0	20	481	2011	0	0	1	28	0	0	0	99	
68	1	77	2	1	0	35	02162016	16	2	2016	0	31.51423889	-86.70300278	73	8	0	0	0	3	2	0	2	42	48	2014	0	0	1	0	0	0	0	00	
69	1	77	2	2	0	35	02162016	16	2	2016	0	31.51423889	-86.70300278	55	8	0	0	0	3	2	0	2	42	48	2014	0	0	1	0	0	0	0	00	
70	1	80	1	1	350	73	02182016	18	2	2016	0	33.46901111	-86.88743056	22	1	0	0	0	7	4	0	2	20	2	2014	0	0	1	0	0	0	0	99	
71	1	80	1	2	350	73	02182016	18	2	2016	0	33.46901111	-86.88743056	18	1	0	0	0	7	4	0	2	20	2	2014	0	0	1	0	0	0	0	99	
72	1	81	1	1	0	95	02182016	18	2	2016	0	34.36239444	-86.40400000	87	8	0	0	0	3	14	0	3	13	402	2015	0	0	1	38	0	0	0	99	
73	1	81	1	2	0	95	02182016	18	2	2016	0	34.36239444	-86.40400000	84	8	0	0	0	3	14	0	3	13	402	2015	0	0	1	38	0	0	0	99	
74	1	81	1	3	0	95	02182016	18	2	2016	0	34.36239444	-86.40400000	77	8	0	0	0	7	14	0	3	13	402	2015	0	0	1	38	0	0	0	99	
75	1	82	1	1	0	31	02202016	20	2	2016	0	31.48724444	-85.91289167	19	1	0	0	0	3	4	0	1	55	33	2011	0	0	1	28	0	0	0	15	
76	1	82	1	2	0	31	02202016	20	2	2016	0	31.48724444	-85.91289167	19	1	0	0	0	3	4	0	1	55	33	2011	0	0	1	28	0	0	0	15	
77	1	85	1	1	1200	77	02212016	21	2	2016	0	34.85477500	-87.69172500	56	20	0	0	0	3	31	0	0	12	481	2011	0	0	1	0	0	0	0	99	
78	1	88	2	1	3050	125	02232016	23	2	2016	0	33.16998889	-87.49568611	49	1	0	0	0	3	31	0	0	12	481	2016	0	0	1	0	0	0	0	00	
79	1	91	1	1	930	69	02252016	25	2	2016	0	31.16443611	-85.40206944	58	20	0	0	0	3	14	0	0	20	404	2012	0	0	1	0	0	0	0	00	
80	1	94	1	1	0	97	02262016	26	2	2016	0	30.52230556	-88.30226111	28	1	0	0	0	7	31	0	1	20	481	2008	0	0	1	0	0	0	0	99	
81	1	109	1	1	0	21	03052016	5	3	2016	0	33.04846111	-86.81045278	34	20	0	0	0	3	6	0	0	20	24	2010	0	0	1	0	0	0	0	00	
82	1	109	1	2	0	21	03052016	5	3	2016	0	33.04846111	-86.81045278	31	20	0	0	0	3	6	0	0	20	24	2010	0	0	1	0	0	0	0	00	
83	1	112	1	1	1230	49	03072016	7	3	2016	0	34.43671111	-85.74123889	22	1	0	0	0	7	14	0	1	2	403	2008	0	0	1	0	0	0	0	99	
84	1	112	1	2	1230	49	03072016	7	3	2016	0	34.43671111	-85.74123889	20	1	0	0	0	7	14	0	1	2	403	2008	0	0	1	0	0	0	0	99	
85	1	113	1	1	2100	97	03082016	8	3	2016	0	30.68649167	-88.20758889	60	20	0	0	0	3	14	0	0	35	403	2011	0	0	1	0	0	0	0	00	
86	1	114	1	1	0	89	03082016	8	3	2016	0	34.96238611	-86.48231944	25	1	0	0	0	3	30	0	1	12	471	2008	0	0	1	28	0	0	0	00	
87	1	117	1	1	2540	1	03092016	9	3	2016	0	32.48041944	-86.43560000	55	8	0	0	0	7	4	0	0	55	35	2013	0	0	1	28	0	0	0	99	
88	1	117	2	1	2540	1	03092016	9	3	2016	0	32.48041944	-86.43560000	47	3	0	0	0	3	4	0	0	30	46	2013	0	0	1	0	0	0	0	00	
89	1	123	1	1	0	89	03152016	15	3	2016	0	34.91614722	-86.71379167	41	1	0	0	0	7	4	0	1	30	40	2010	0	0	1	89	0	0	0	99	
90	1	126	1	1	930	69	03192016	19	3	2016	0	31.19710833	-85.41261944	19	8	0	0	0	3	5	0	1	49	46	2008	0	0	1	0	0	0	0	00	
91	1	126	1	2	930	69	03192016	19	3	2016	0	31.19710833	-85.41261944	19	8	0	0	0	3	5	0	1	49	46	2008	0	0	1	0	0	0	0	00	
92	1	130	1	1	350	73	03292016	29	3	2016	0	33.58908056	-86.86281667	32	8	0	0	0	3	14	0	0	59	403	2008	0	0	1	0	0	0	0	06	
93	1	132	1	1	0	53	03312016	31	3	2016	0	31.13154722	-87.43416944	35	1	0	0	0	3	31	0	1	20	481	2008	0	0	1	0	0	0	0	99	
94	1	139	1	1	0	73	03192016	19	3	2016	0	33.74836389	-86.92605833	35	9	0	0	0	7	15	0	1	20	421	2010	0	0	1	58	0	0	0	00	
95	1	144	2	1	0	9	03112016	11	3	2016	0	34.07180833	-86.56612500	47	3	0	0	0	3	4	0	0	14	21	2010	0	0	1	0	0	0	0	00	
96	1	148	2	1	350	73	03172016	17	3	2016	0	33.52534444	-86.72234722	29	1	0	0	0	7	14	0	0	23	402	2012	0	0	1	0	0	0	0	00	
97	1	152	1	1	0	43	03222016	22	3	2016	0	34.19233333	-86.78617500	72	1	0	0	0	3	4	0	1	49	32	2010	0	0	1	0	0	0	0	00	
98	1	155	2	1	0	71	03242016	24	3	2016	0	34.63155278	-85.89304722	19	8	0	0	0	3	4	0	1	63	34	2011	0	0	1	0	0	0	0	00	
99	1	155	2	2	0	71	03242016	24	3	2016	0	34.63155278	-85.89304722	20	8	5	0	0	7	4	0	1	63	34	2011	0	0	1	0	0	0	0	00	
100	1	160	1	1	1500	95	03292016	29	3	2016	0	34.39229167	-86.20121389	23	1	0	0	0	3	3	0	1	30	47	2012	0	0	1	28	0	0	0	00	
101	1	164	1	1	0	51	03302016	30	3	2016	0	32.50697222	-86.12878056	20	1	0	0	0	3	4	0	2	14	6	2008	0	0	1	38	0	0	0	99	
102	1	164	1	2	0	51	03302016	30	3	2016	0	32.50697222	-86.12878056	22	1	0	0	0	3	4	0	2	14	6	2008	0	0	1	38	0	0	0	99	
103	1	170	1	1	0	49	04032016	3	4	2016	0	34.52758333	-85.69963611	23	3	0	0	0	7	4	0	1	12	37	2014	0	0	1	0	0	0	0	99	
104	1	171	1	1	0	103	04142016	14	4	2016	0	34.56616944	-86.91098611	24	1	0	0	0	3	6	0	0	63	37	2014	0	0	1	26	0	0	0	00	
105	1	184	1	1	1030	31	04032016	3	4	2016	0	31.34691944	-85.87298611	70	20	0	0	0	3	6	0	0	49	49	2009	0	0	1	0	0	0	0	00	
106	1	184	1	2	1030	31	04032016	3	4	2016	0	31.34691944	-85.87298611	62	20	0	0	0	3	6	0	0	49	49	2009	0	0	1	0	0	0	0	00	
107	1	193	2	1	3270	51	04232016	23	4	2016	0	32.53545278	-86.23247500	61	20	0	0	0	3	4	0	0	18	22	2013	0	0	1	0	0	0	0	00	
108	1	195	1	1	350	73	04252016	25	4	2016	0	33.46950278	-86.88645000	30	8	0	0	0	99	4	0	1	63	34	2015	0	0	1	28	0	0	0	99	
109	1	196	1	1	1730	89	04252016	25	4	2016	0	34.73296944	-86.66773889	56	20	0	0	0	3	31	0	1	23	481	2013	0	0	1	0	0	0	0	99	
110	1	199	2	1	0	49	04292016	29	4	2016	0	34.42536389	-86.01751389	25	20	0	0	0	3	31	0	0	20	481	2011	0	0	1	0	0	0	0	00	
111	1	201	1	1	0	125	02022016	2	2	2016	0	33.23612500	-87.14565278	78	8	0	0	0	7	30	0	0	49	472	2009	0	0	1	38	0	0	0	01	
112	1	203	2	1	0	1	02132016	13	2	2016	0	32.57417222	-86.59906944	27	1	0	0	0	3	4	0	1	35	50	2016	0	0	1	0	0	0	0	00	
113	1	203	2	2	0	1	02132016	13	2	2016	0	32.57417222	-86.59906944	42	1	0	0	0	3	4	0	1	35	50	2016	0	0	1	0	0	0	0	00	
114	1	203	2	3	0	1	02132016	13	2	2016	0	32.57417222	-86.59906944	4	20	0	0	0	10	4	0	1	35	50	2016	0	0	1	0	0	0	0	00	
115	1	203	2	4	0	1	02132016	13	2	2016	0	32.57417222	-86.59906944	6	0	0	0	0	3	4	0	1	35	50	2016	0	0	1	0	0	0	0	00	
116	1	203	2	5	0	1	02132016	13	2	2016	0	32.57417222	-86.59906944	53	20	0	0	0	7	4	0	1	35	50	2016	0	0	1	0	0	0	0	00	
117	1	205	2	1	0	3	02162016	16	2	2016	0	30.41976111	-87.85245000	49	1	0	0	0	3	31	0	0	20	481	2011	0	0	1	0	0	0	0	00	
118	1	205	2	2	0	3	02162016	16	2	2016	0	30.41976111	-87.85245000	66	1	0	0	0	3	31	0	0	20	481	2011	0	0	1	0	0	0	0	00	
119	1	211	1	1	930	69	02092016	9	2	2016	0	31.18929444	-85.40283056	82	8	0	0	0	3	4	0	1	12	23	2015	0	0	1	38	0	0	0	00	
120	1	211	1	2	930	69	02092016	9	2	2016	0	31.18929444	-85.40283056	82	8	0	0	0	3	4	0	1	12	23	2015	0	0	1	38	0	0	0	00	
121	1	212	2	1	0	27	02072016	7	2	2016	0	33.18625556	-85.93315833	20	8	0	0	0	3	5	0	0	37	37	2010	0	0	1	0	0	0	0	00	
122	1	212	2	2	0	27	02072016	7	2	2016	0	33.18625556	-85.93315833	998	8	0	0	0	3	5	0	0	37	37	2010	0	0	1	0	0	0	0	00	
123	1	217	1	1	0	9	02042016	4	2	2016	0	34.04534722	-86.33491111	26	1	0	0	0	3	4	0	1	12	23	2015	0	0	1	39	0	0	0	99	
124	1	218	1	1	0	47	01022016	2	1	2016	0	32.46552222	-87.07329444	43	1	0	0	0	7	14	0	1	20	404	2008	0	0	1	89	0	0	0	99	
125	1	227	1	1	0	101	01022016	2	1	2016	0	32.41687778	-86.35568889	18	1	0	0	0	3	4	0	0	12	23	2011	0	0	1	0	0	0	0	92	
126	1	227	2	1	0	101	01022016	2	1	2016	0	32.41687778	-86.35568889	27	8	0	0	0	7	2	0	1	20	9	2012	0	0	1	26	0	0	0	00	
127	1	227	2	2	0	101	01022016	2	1	2016	0	32.41687778	-86.35568889	20	8	0	0	0	7	2	0	1	20	9	2012	0	0	1	26	0	0	0	00	
128	1	227	2	3	0	101	01022016	2	1	2016	0	32.41687778	-86.35568889	12	8	0	0	0	7	2	0	1	20	9	2012	0	0	1	26	0	0	0	00	
129	1	227	3	1	0	101	01022016	2	1	2016	0	32.41687778	-86.35568889	41	20	0	0	0	3	14	0	0	2	403	2008	0	0	1	0	0	0	0	00	
130	1	227	3	2	0	101	01022016	2	1	2016	0	32.41687778	-86.35568889	17	20	0	0	0	3	14	0	0	2	403	2008	0	0	1	0	0	0	0	00	
131	1	231	1	1	0	113	04212016	21	4	2016	0	32.38103333	-85.38009722	61	2	0	0	0	7	15	0	1	19	421	2011	0	0	1	0	0	0	0	00	
132	1	239	1	1	350	73	05032016	3	5	2016	0	33.48693611	-86.85549167	42	8	0	0	0	3	31	0	2	12	481	2009	0	0	1	38	0	0	0	99	
133	1	239	1	2	350	73	05032016	3	5	2016	0	33.48693611	-86.85549167	27	8	0	0	0	7	31	0	2	12	481	2009	0	0	1	38	0	0	0	99	
134	1	239	1	3	350	73	05032016	3	5	2016	0	33.48693611	-86.85549167	25	8	0	0	0	7	31	0	2	12	481	2009	0	0	1	38	0	0	0	99	
135	1	246	1	1	930	69	05072016	7	5	2016	0	31.23985278	-85.48088333	68	8	0	0	0	3	5	0	1	37	39	2011	0	0	1	89	39	0	0	99	
136	1	246	2	1	930	69	05072016	7	5	2016	0	31.23985278	-85.48088333	74	8	0	0	0	3	4	0	0	49	43	2015	0	0	1	0	0	0	0	00	
137	1	246	2	2	930	69	05072016	7	5	2016	0	31.23985278	-85.48088333	71	8	0	0	0	3	4	0	0	49	43	2015	0	0	1	0	0	0	0	00	
138	1	248	1	1	330	73	05092016	9	5	2016	0	33.33370000	-86.96317222	74	8	0	0	0	7	4	0	1	49	40	2010	0	0	1	0	0	0	0	00	
139	1	253	1	1	0	77	04142016	14	4	2016	0	34.99738056	-87.51172500	22	1	0	0	0	3	4	0	0	12	37	2012	0	0	1	89	28	0	0	14	
140	1	258	1	1	0	99	05062016	6	5	2016	0	31.46561667	-87.33983333	78	8	0	0	0	7	4	0	1	18	22	2013	0	0	1	39	0	0	0	99	
141	1	262	1	1	350	73	05122016	12	5	2016	0	33.55181667	-86.73824444	23	20	0	0	0	3	4	0	0	12	16	2008	0	0	1	0	0	0	0	00	
142	1	264	1	1	655	117	05122016	12	5	2016	0	33.34996944	-86.62040278	68	1	0	0	0	3	31	0	0	12	481	2010	0	0	1	39	38	0	0	00	
143	1	264	5	1	655	117	05122016	12	5	2016	0	33.34996944	-86.62040278	43	1	0	0	0	3	4	0	0	35	39	2012	0	0	1	0	0	0	0	00	
144	1	265	1	1	1615	39	05132016	13	5	2016	0	31.35647778	-86.47010000	54	20	0	0	0	3	15	0	0	12	422	2008	0	0	1	0	0	0	0	99	
145	1	267	1	1	930	69	05142016	14	5	2016	0	31.31360556	-85.43875833	26	8	0	0	0	3	3	0	1	49	50	2008	0	0	1	8	28	0	0	00	
146	1	271	1	1	0	15	05182016	18	5	2016	0	33.82821944	-85.80658889	44	8	0	0	0	3	4	0	1	12	37	2011	0	0	1	28	0	0	0	99	
147	1	271	2	1	0	15	05182016	18	5	2016	0	33.82821944	-85.80658889	52	8	0	0	0	3	31	0	0	7	482	2012	0	0	1	89	0	0	0	00	
148	1	273	2	1	470	53	04052016	5	4	2016	0	31.08608056	-87.10096667	17	1	0	0	0	3	14	0	1	2	405	2010	0	0	1	99	99	99	99	00	
149	1	277	1	1	3050	125	05212016	21	5	2016	0	33.19810556	-87.48073889	34	20	0	0	0	3	4	0	0	55	33	2014	0	0	1	0	0	0	0	99	
150	1	277	1	2	3050	125	05212016	21	5	2016	0	33.19810556	-87.48073889	998	0	0	0	0	3	4	0	0	55	33	2014	0	0	1	0	0	0	0	99	
151	1	277	1	3	3050	125	05212016	21	5	2016	0	33.19810556	-87.48073889	998	0	0	0	0	3	4	0	0	55	33	2014	0	0	1	0	0	0	0	99	
152	1	279	1	1	0	15	05222016	22	5	2016	0	33.78005556	-85.95733611	80	8	0	0	0	3	4	0	1	12	17	2014	0	0	1	28	0	0	0	99	
153	1	285	1	1	0	83	05252016	25	5	2016	0	34.84559167	-86.87363889	52	1	0	0	0	3	14	0	1	37	402	2010	0	0	1	0	0	0	0	99	
154	1	289	1	1	80	55	05262016	26	5	2016	0	34.03827778	-86.29310000	16	99	0	0	0	99	31	0	1	20	481	2008	0	0	1	28	0	0	0	99	
155	1	291	1	1	0	133	05262016	26	5	2016	0	34.14956667	-87.18136667	69	1	0	0	0	3	30	0	1	49	472	2012	0	0	1	28	0	0	0	99	
156	1	303	1	1	1730	89	06052016	5	6	2016	0	34.77149444	-86.65098889	27	8	0	0	0	99	4	0	1	35	47	2013	0	0	1	0	0	0	0	99	
157	1	306	1	1	0	21	06042016	4	6	2016	0	32.91451667	-86.64251944	24	1	0	0	0	3	4	0	0	7	24	2014	0	0	1	0	0	0	0	00	
158	1	314	1	1	2100	97	05312016	31	5	2016	0	30.70356667	-88.04746944	23	20	0	0	0	3	31	0	0	20	481	2010	0	0	1	0	0	0	0	99	
159	1	315	1	1	0	133	06012016	1	6	2016	0	34.17855833	-87.12178611	67	1	0	0	0	7	4	0	2	20	2	2012	0	0	1	28	0	0	0	99	
160	1	315	1	2	0	133	06012016	1	6	2016	0	34.17855833	-87.12178611	74	1	0	0	0	7	4	0	2	20	2	2012	0	0	1	28	0	0	0	99	
161	1	315	2	1	0	133	06012016	1	6	2016	0	34.17855833	-87.12178611	52	8	0	0	0	3	4	0	0	55	33	2014	0	0	1	0	0	0	0	00	
162	1	322	2	1	3270	51	06072016	7	6	2016	0	32.46183333	-86.19392222	20	8	0	0	0	99	4	0	0	14	21	2009	0	0	1	0	0	0	0	00	
163	1	324	1	1	1970	89	06082016	8	6	2016	0	34.67511944	-86.75577222	25	20	0	0	0	3	4	0	0	37	32	2016	0	0	1	0	0	0	0	99	
164	1	324	1	2	1970	89	06082016	8	6	2016	0	34.67511944	-86.75577222	23	20	0	0	0	3	4	0	0	37	32	2016	0	0	1	0	0	0	0	99	
165	1	328	1	1	0	39	06112016	11	6	2016	0	31.38900278	-86.57136944	63	1	0	0	0	3	14	0	2	20	404	2013	0	0	1	28	0	0	0	99	
166	1	328	1	2	0	39	06112016	11	6	2016	0	31.38900278	-86.57136944	67	1	0	0	0	3	14	0	2	20	404	2013	0	0	1	28	0	0	0	99	
167	1	333	3	1	350	73	07032016	3	7	2016	0	33.54124167	-86.78946667	46	20	0	0	0	3	4	0	0	32	51	2013	0	0	1	0	0	0	0	00	
168	1	333	3	2	350	73	07032016	3	7	2016	0	33.54124167	-86.78946667	46	20	0	0	0	3	4	0	0	32	51	2013	0	0	1	0	0	0	0	00	
