Obs.	statenum	casenum	vnumber	pnumber	city	county	accdate	accday	accmon	caseyear	driverdrowsy	latitude	longitude	age	airbag	prf1	prf2	prf3	restraint	body	gvwrating	vfatcount	make	model	modelyr	vrf1	vrf2	drivpres	drf1	drf2	drf3	drf4	dridistract	
6636	12	2527	2	1	0	69	10302016	30	10	2016	0	28.66718056	-81.77351111	56	8	0	0	0	3	6	0	2	58	40	2010	0	0	1	0	0	0	0	00	
6637	12	2527	2	2	0	69	10302016	30	10	2016	0	28.66718056	-81.77351111	3	3	0	0	0	10	6	0	2	58	40	2010	0	0	1	0	0	0	0	00	
6638	12	2528	1	1	0	119	11242016	24	11	2016	0	28.88723056	-82.03694444	73	2	0	0	0	3	4	0	1	6	18	2014	0	0	1	38	0	0	0	00	
6639	12	2528	2	1	0	119	11242016	24	11	2016	0	28.88723056	-82.03694444	40	1	0	0	0	3	15	0	0	7	422	2014	0	0	1	0	0	0	0	00	
6640	12	2529	1	1	0	79	11282016	28	11	2016	0	30.44618056	-83.71111944	47	1	0	0	0	7	31	0	1	12	481	2016	0	0	1	6	0	0	0	99	
6641	12	2532	1	1	0	95	11232016	23	11	2016	0	28.59989167	-81.47621389	20	20	0	0	0	3	6	0	0	49	49	2008	0	0	1	0	0	0	0	00	
6642	12	2533	1	1	0	109	11202016	20	11	2016	0	29.78748056	-81.31821944	53	20	0	0	0	3	14	0	0	63	402	2012	0	0	1	0	0	0	0	00	
6643	12	2533	2	1	0	109	11202016	20	11	2016	0	29.78748056	-81.31821944	39	20	0	0	0	3	6	0	0	63	37	2013	0	0	1	0	0	0	0	00	
6644	12	2533	2	2	0	109	11202016	20	11	2016	0	29.78748056	-81.31821944	40	20	0	0	0	3	6	0	0	63	37	2013	0	0	1	0	0	0	0	00	
6645	12	2533	2	3	0	109	11202016	20	11	2016	0	29.78748056	-81.31821944	38	20	0	0	0	3	6	0	0	63	37	2013	0	0	1	0	0	0	0	00	
6646	12	2533	2	4	0	109	11202016	20	11	2016	0	29.78748056	-81.31821944	42	20	0	0	0	3	6	0	0	63	37	2013	0	0	1	0	0	0	0	00	
6647	12	2534	2	1	1420	11	11062016	6	11	2016	0	25.99477500	-80.16599722	41	20	0	0	0	3	4	0	1	35	47	2016	0	0	1	0	0	0	0	00	
6648	12	2534	2	2	1420	11	11062016	6	11	2016	0	25.99477500	-80.16599722	47	0	0	0	0	7	4	0	1	35	47	2016	0	0	1	0	0	0	0	00	
6649	12	2534	2	3	1420	11	11062016	6	11	2016	0	25.99477500	-80.16599722	42	20	0	0	0	3	4	0	1	35	47	2016	0	0	1	0	0	0	0	00	
6650	12	2534	2	4	1420	11	11062016	6	11	2016	0	25.99477500	-80.16599722	10	20	0	0	0	3	4	0	1	35	47	2016	0	0	1	0	0	0	0	00	
6651	12	2541	2	1	1510	31	11272016	27	11	2016	0	30.26755556	-81.84871111	54	8	0	0	0	3	4	0	1	55	36	2013	0	0	1	0	0	0	0	00	
6652	12	2545	2	1	0	117	11162016	16	11	2016	0	28.73380556	-81.11566111	49	20	0	0	0	3	21	0	0	12	461	2012	0	0	1	0	0	0	0	00	
6653	12	2549	1	1	1091	91	11232016	23	11	2016	0	30.41501944	-86.60627778	42	98	0	0	0	3	30	0	0	49	472	2014	0	0	1	0	0	0	0	00	
6654	12	2550	2	1	330	99	10092016	9	10	2016	0	26.54205278	-80.08860000	39	8	0	0	0	3	4	0	0	34	37	2012	0	0	1	38	0	0	0	00	
6655	12	2551	2	1	1510	31	11272016	27	11	2016	0	30.33266389	-81.60306389	20	0	0	0	0	3	4	0	0	7	24	2008	0	0	1	0	0	0	0	00	
6656	12	2553	1	1	0	57	10262016	26	10	2016	0	27.84039444	-82.32763611	71	8	0	0	0	7	4	0	1	12	37	2009	0	0	1	58	0	0	0	99	
6657	12	2555	1	1	2573	15	11262016	26	11	2016	0	27.01404722	-82.20537500	78	8	0	0	0	3	14	0	1	37	402	2014	0	0	1	39	0	0	0	00	
6658	12	2555	1	2	2573	15	11262016	26	11	2016	0	27.01404722	-82.20537500	76	8	0	0	0	3	14	0	1	37	402	2014	0	0	1	39	0	0	0	00	
6659	12	2555	2	1	2573	15	11262016	26	11	2016	0	27.01404722	-82.20537500	27	8	0	0	0	3	31	0	0	12	481	2011	0	0	1	0	0	0	0	00	
6660	12	2555	2	2	2573	15	11262016	26	11	2016	0	27.01404722	-82.20537500	26	8	0	0	0	3	31	0	0	12	481	2011	0	0	1	0	0	0	0	00	
6661	12	2559	2	1	1740	105	11172016	17	11	2016	0	27.90216667	-81.60445833	38	20	0	0	0	3	6	0	0	35	51	2008	0	0	1	0	0	0	0	00	
6662	12	2560	1	1	1510	31	12012016	1	12	2016	0	30.21430000	-81.51140000	16	8	0	0	0	3	4	0	1	35	39	2012	0	0	1	0	0	0	0	99	
6663	12	2560	1	2	1510	31	12012016	1	12	2016	0	30.21430000	-81.51140000	15	8	0	0	0	7	4	0	1	35	39	2012	0	0	1	0	0	0	0	99	
6664	12	2560	1	3	1510	31	12012016	1	12	2016	0	30.21430000	-81.51140000	15	8	0	0	0	3	4	0	1	35	39	2012	0	0	1	0	0	0	0	99	
6665	12	2563	2	1	1510	31	12012016	1	12	2016	0	30.28678611	-81.52772500	18	1	0	0	0	7	4	0	1	37	32	2012	0	0	1	0	0	0	0	00	
6666	12	2563	2	2	1510	31	12012016	1	12	2016	0	30.28678611	-81.52772500	16	1	0	0	0	7	4	0	1	37	32	2012	0	0	1	0	0	0	0	00	
6667	12	2565	2	1	0	57	12022016	2	12	2016	0	28.04031667	-82.32723333	38	20	0	0	0	3	14	0	0	52	402	2008	0	0	1	0	0	0	0	00	
6668	12	2571	1	1	1050	11	11222016	22	11	2016	0	26.19361111	-80.20897500	21	1	0	0	0	7	4	0	1	42	42	2013	0	0	1	0	0	0	0	93	
6669	12	2573	1	1	0	15	12052016	5	12	2016	0	26.98288056	-82.10083056	21	8	0	0	0	7	4	0	2	35	50	2015	0	0	1	6	36	0	0	99	
6670	12	2573	1	2	0	15	12052016	5	12	2016	0	26.98288056	-82.10083056	21	8	0	0	0	3	4	0	2	35	50	2015	0	0	1	6	36	0	0	99	
6671	12	2576	1	1	2950	57	12052016	5	12	2016	0	27.99611111	-82.45115000	66	20	0	0	0	3	6	0	0	35	51	2013	0	0	1	0	0	0	0	99	
6672	12	2583	2	1	0	101	12052016	5	12	2016	0	28.31960000	-82.32486111	66	20	0	0	0	3	31	0	1	23	481	2013	0	0	1	6	0	0	0	00	
6673	12	2583	3	1	0	101	12052016	5	12	2016	0	28.31960000	-82.32486111	29	20	0	0	0	3	31	0	0	12	481	2012	0	0	1	0	0	0	0	00	
6674	12	2586	1	1	1050	11	12022016	2	12	2016	0	26.18961944	-80.11475833	87	20	0	0	0	3	4	0	0	13	13	2010	0	0	1	0	0	0	0	99	
6675	12	2588	1	1	0	31	11252016	25	11	2016	0	30.31513056	-81.76913056	44	8	0	0	0	7	6	0	1	63	37	2012	0	0	1	6	0	0	0	00	
6676	12	2588	1	2	0	31	11252016	25	11	2016	0	30.31513056	-81.76913056	32	8	0	0	0	7	6	0	1	63	37	2012	0	0	1	6	0	0	0	00	
6677	12	2588	1	3	0	31	11252016	25	11	2016	0	30.31513056	-81.76913056	12	8	0	0	0	3	6	0	1	63	37	2012	0	0	1	6	0	0	0	00	
6678	12	2588	1	4	0	31	11252016	25	11	2016	0	30.31513056	-81.76913056	19	8	0	0	0	7	6	0	1	63	37	2012	0	0	1	6	0	0	0	00	
6679	12	2589	3	1	0	85	11032016	3	11	2016	0	27.09491111	-80.25508333	53	20	0	0	0	3	4	0	0	32	44	2015	0	0	1	0	0	0	0	00	
6680	12	2590	1	1	0	71	11252016	25	11	2016	0	26.62080000	-81.75793889	53	20	0	0	0	3	4	0	0	35	47	2016	0	0	1	28	0	0	0	00	
6681	12	2590	1	2	0	71	11252016	25	11	2016	0	26.62080000	-81.75793889	19	20	0	0	0	3	4	0	0	35	47	2016	0	0	1	28	0	0	0	00	
6682	12	2590	1	3	0	71	11252016	25	11	2016	0	26.62080000	-81.75793889	19	20	0	0	0	3	4	0	0	35	47	2016	0	0	1	28	0	0	0	00	
6683	12	2590	3	1	0	71	11252016	25	11	2016	0	26.62080000	-81.75793889	71	8	0	0	0	3	31	0	1	53	481	2009	0	0	1	0	0	0	0	00	
6684	12	2590	4	1	0	71	11252016	25	11	2016	0	26.62080000	-81.75793889	66	20	0	0	0	3	4	0	0	49	32	2010	0	0	1	0	0	0	0	00	
6685	12	2592	1	1	0	59	11202016	20	11	2016	0	30.89415000	-85.65575000	16	99	0	0	0	3	4	0	1	35	47	2008	0	0	1	6	0	0	0	99	
6686	12	2593	1	1	1420	11	11282016	28	11	2016	0	26.00300556	-80.18070278	75	1	0	0	0	3	14	0	0	37	402	2011	0	0	1	28	0	0	0	00	
6687	12	2597	2	1	0	57	11302016	30	11	2016	0	27.99620833	-82.39345278	47	20	0	0	0	3	31	0	0	49	482	2016	0	0	1	0	0	0	0	00	
6688	12	2600	1	1	0	115	12062016	6	12	2016	0	27.24051944	-82.45116111	35	2	0	0	0	7	31	0	1	12	481	2013	0	0	1	6	0	0	0	00	
6689	12	2600	1	2	0	115	12062016	6	12	2016	0	27.24051944	-82.45116111	10	2	0	0	0	3	31	0	1	12	481	2013	0	0	1	6	0	0	0	00	
6690	12	2600	1	3	0	115	12062016	6	12	2016	0	27.24051944	-82.45116111	8	2	0	0	0	7	31	0	1	12	481	2013	0	0	1	6	0	0	0	00	
6691	12	2603	1	1	2780	115	11032016	3	11	2016	0	27.33780833	-82.54679722	57	2	0	0	0	7	5	0	1	20	29	2013	0	0	1	51	0	0	0	00	
6692	12	2603	1	2	2780	115	11032016	3	11	2016	0	27.33780833	-82.54679722	72	8	0	0	0	7	5	0	1	20	29	2013	0	0	1	51	0	0	0	00	
6693	12	2605	2	1	0	95	11272016	27	11	2016	0	28.37567778	-81.50412222	36	20	0	0	0	3	2	0	0	42	42	2013	0	0	1	0	0	0	0	00	
6694	12	2606	1	1	2730	103	12052016	5	12	2016	0	27.79901944	-82.72845556	61	1	0	0	0	3	14	0	0	2	403	2013	0	0	1	38	0	0	0	00	
6695	12	2607	1	1	2730	103	12022016	2	12	2016	0	27.75571389	-82.67934167	998	98	0	0	0	98	4	0	0	41	51	2016	0	0	1	0	0	0	0	99	
6696	12	2608	2	1	787	127	11022016	2	11	2016	0	28.87981111	-81.31018611	49	2	0	0	0	3	4	0	1	63	32	2008	0	0	1	0	0	0	0	99	
6697	12	2611	1	1	0	115	11282016	28	11	2016	0	27.05436944	-82.41398056	51	8	0	0	0	7	31	0	1	12	481	2012	0	0	1	6	0	0	0	00	
6698	12	2613	2	1	290	99	11012016	1	11	2016	0	26.37604444	-80.08355556	18	20	0	0	0	3	4	0	0	34	34	2014	0	0	1	0	0	0	0	00	
6699	12	2613	2	2	290	99	11012016	1	11	2016	0	26.37604444	-80.08355556	18	20	0	0	0	3	4	0	0	34	34	2014	0	0	1	0	0	0	0	00	
6700	12	2617	1	1	2023	86	11072016	7	11	2016	0	25.94223333	-80.21104167	31	20	0	0	0	3	4	0	0	30	46	2012	0	0	1	0	0	0	0	00	
6701	12	2624	1	1	1510	31	12072016	7	12	2016	0	30.34560000	-81.68580000	66	20	0	0	0	3	31	0	0	12	481	2008	0	0	1	0	0	0	0	00	
6702	12	2627	1	1	1990	9	12072016	7	12	2016	0	28.12012778	-80.63860278	52	0	0	0	0	3	4	0	0	59	31	2013	0	0	1	0	0	0	0	00	
6703	12	2632	1	1	9898	7	12092016	9	12	2016	0	29.75473889	-82.05700556	66	1	0	0	0	3	5	0	1	63	38	2015	0	0	1	38	0	0	0	00	
6704	12	2632	2	1	9898	7	12092016	9	12	2016	0	29.75473889	-82.05700556	62	1	0	0	0	3	31	0	0	12	481	2011	0	0	1	0	0	0	0	00	
6705	12	2636	1	1	0	57	12092016	9	12	2016	0	28.14178056	-82.61821389	33	8	0	0	0	7	4	0	1	49	32	2010	0	0	1	51	0	0	0	99	
6706	12	2637	2	1	0	127	12072016	7	12	2016	0	28.98061944	-81.29933889	39	8	0	0	0	3	4	0	1	63	34	2016	0	0	1	0	0	0	0	00	
6707	12	2637	2	2	0	127	12072016	7	12	2016	0	28.98061944	-81.29933889	14	8	0	0	0	3	4	0	1	63	34	2016	0	0	1	0	0	0	0	00	
6708	12	2637	2	3	0	127	12072016	7	12	2016	0	28.98061944	-81.29933889	21	3	0	0	0	3	4	0	1	63	34	2016	0	0	1	0	0	0	0	00	
6709	12	2641	2	1	0	127	12102016	10	12	2016	0	28.86361111	-81.29095000	46	20	0	0	0	3	21	0	0	35	461	2016	0	0	1	0	0	0	0	00	
6710	12	2642	1	1	0	113	12102016	10	12	2016	0	30.40228056	-86.93431111	38	20	0	0	0	3	4	0	0	12	17	2014	0	0	1	0	0	0	0	00	
6711	12	2642	1	2	0	113	12102016	10	12	2016	0	30.40228056	-86.93431111	8	20	0	0	0	3	4	0	0	12	17	2014	0	0	1	0	0	0	0	00	
6712	12	2642	2	1	0	113	12102016	10	12	2016	0	30.40228056	-86.93431111	26	20	0	0	0	3	14	0	0	20	404	2010	0	0	1	0	0	0	0	00	
6713	12	2642	2	2	0	113	12102016	10	12	2016	0	30.40228056	-86.93431111	20	20	0	0	0	3	14	0	0	20	404	2010	0	0	1	0	0	0	0	00	
6714	12	2642	2	3	0	113	12102016	10	12	2016	0	30.40228056	-86.93431111	2	0	0	0	0	10	14	0	0	20	404	2010	0	0	1	0	0	0	0	00	
6715	12	2642	2	4	0	113	12102016	10	12	2016	0	30.40228056	-86.93431111	1	0	0	0	0	11	14	0	0	20	404	2010	0	0	1	0	0	0	0	00	
6716	12	2644	2	1	0	127	12072016	7	12	2016	0	29.06945000	-81.25462778	55	20	0	0	0	3	31	0	0	12	481	2014	0	0	1	0	0	0	0	00	
6717	12	2644	3	1	0	127	12072016	7	12	2016	0	29.06945000	-81.25462778	30	20	0	0	0	3	4	0	0	35	50	2011	0	0	1	0	0	0	0	00	
6718	12	2644	3	2	0	127	12072016	7	12	2016	0	29.06945000	-81.25462778	24	20	0	0	0	3	4	0	0	35	50	2011	0	0	1	0	0	0	0	00	
6719	12	2644	4	1	0	127	12072016	7	12	2016	0	29.06945000	-81.25462778	72	20	0	0	0	3	4	0	0	37	31	2013	0	0	1	0	0	0	0	00	
6720	12	2644	5	1	0	127	12072016	7	12	2016	0	29.06945000	-81.25462778	44	20	0	0	0	3	31	0	0	12	481	2008	0	0	1	0	0	0	0	00	
6721	12	2645	2	1	0	81	12102016	10	12	2016	0	27.47755278	-82.61230000	25	1	0	0	0	3	4	0	0	63	34	2009	0	0	1	0	0	0	0	00	
6722	12	2647	1	1	1705	117	12082016	8	12	2016	0	28.74533889	-81.35901111	16	20	0	0	0	3	31	0	0	7	482	2011	0	0	1	0	0	0	0	99	
6723	12	2647	1	2	1705	117	12082016	8	12	2016	0	28.74533889	-81.35901111	17	99	0	0	0	2	31	0	0	7	482	2011	0	0	1	0	0	0	0	99	
6724	12	2647	1	3	1705	117	12082016	8	12	2016	0	28.74533889	-81.35901111	14	99	0	0	0	3	31	0	0	7	482	2011	0	0	1	0	0	0	0	99	
6725	12	2647	1	4	1705	117	12082016	8	12	2016	0	28.74533889	-81.35901111	18	99	0	0	0	2	31	0	0	7	482	2011	0	0	1	0	0	0	0	99	
6726	12	2657	3	1	0	95	11242016	24	11	2016	0	28.36155000	-81.37041944	61	20	0	0	0	3	4	0	0	55	33	2016	0	0	1	0	0	0	0	00	
6727	12	2657	3	2	0	95	11242016	24	11	2016	0	28.36155000	-81.37041944	63	20	0	0	0	3	4	0	0	55	33	2016	0	0	1	0	0	0	0	00	
6728	12	2660	1	1	1510	31	12042016	4	12	2016	0	30.31357500	-81.85655278	22	20	0	0	0	3	4	0	0	55	33	2008	0	0	1	0	0	0	0	00	
6729	12	2664	2	1	1070	71	12012016	1	12	2016	0	26.59680833	-81.87352778	69	20	0	0	0	3	4	0	0	42	42	2008	0	0	1	0	0	0	0	00	
6730	12	2665	1	1	1420	11	12022016	2	12	2016	0	26.03236944	-80.22658611	27	1	0	0	0	7	4	0	0	7	24	2010	0	0	1	0	0	0	0	00	
6731	12	2665	1	2	1420	11	12022016	2	12	2016	0	26.03236944	-80.22658611	33	1	0	0	0	7	4	0	0	7	24	2010	0	0	1	0	0	0	0	00	
6732	12	2665	1	3	1420	11	12022016	2	12	2016	0	26.03236944	-80.22658611	29	0	0	0	0	7	4	0	0	7	24	2010	0	0	1	0	0	0	0	00	
6733	12	2668	2	1	0	49	12072016	7	12	2016	0	27.59488889	-81.94505833	70	1	0	0	0	3	20	0	0	7	442	2009	0	0	1	0	0	0	0	00	
6734	12	2668	2	2	0	49	12072016	7	12	2016	0	27.59488889	-81.94505833	67	1	0	0	0	3	20	0	0	7	442	2009	0	0	1	0	0	0	0	00	
6735	12	2669	1	1	0	127	12112016	11	12	2016	0	28.91020278	-81.27223056	15	8	0	0	0	7	5	0	1	63	38	2015	0	0	1	36	0	0	0	00	
6736	12	2669	1	2	0	127	12112016	11	12	2016	0	28.91020278	-81.27223056	18	8	0	0	0	3	5	0	1	63	38	2015	0	0	1	36	0	0	0	00	
6737	12	2669	1	3	0	127	12112016	11	12	2016	0	28.91020278	-81.27223056	14	3	0	0	0	7	5	0	1	63	38	2015	0	0	1	36	0	0	0	00	
6738	12	2670	1	1	0	57	11272016	27	11	2016	0	27.93496111	-82.35211944	36	3	0	0	0	97	4	0	0	42	48	2013	0	0	1	38	0	0	0	93	
6739	12	2670	2	1	0	57	11272016	27	11	2016	0	27.93496111	-82.35211944	67	1	0	0	0	7	4	0	1	30	40	2011	0	0	1	24	0	0	0	99	
6740	12	2672	2	1	10	1	12122016	12	12	2016	0	29.73868333	-82.38375556	23	1	0	0	0	7	4	0	1	55	33	2014	0	0	1	0	0	0	0	99	
6741	12	2675	1	1	0	9	12142016	14	12	2016	0	28.07906111	-80.73933056	26	20	0	0	0	3	3	0	0	52	37	2008	0	0	1	0	0	0	0	00	
6742	12	2675	2	1	0	9	12142016	14	12	2016	0	28.07906111	-80.73933056	23	20	0	0	0	3	4	0	0	55	33	2009	0	0	1	0	0	0	0	00	
6743	12	2678	1	1	0	86	11292016	29	11	2016	0	25.94141111	-80.18878333	23	20	0	0	0	3	4	0	0	59	34	2013	0	0	1	0	0	0	0	00	
6744	12	2680	1	1	0	133	12152016	15	12	2016	0	30.44322500	-85.87439722	20	1	0	0	0	3	6	0	1	6	52	2008	0	0	1	39	0	0	0	00	
6745	12	2680	1	2	0	133	12152016	15	12	2016	0	30.44322500	-85.87439722	20	1	0	0	0	3	6	0	1	6	52	2008	0	0	1	39	0	0	0	00	
6746	12	2680	1	3	0	133	12152016	15	12	2016	0	30.44322500	-85.87439722	18	0	0	0	0	7	6	0	1	6	52	2008	0	0	1	39	0	0	0	00	
6747	12	2680	1	4	0	133	12152016	15	12	2016	0	30.44322500	-85.87439722	19	0	0	0	0	7	6	0	1	6	52	2008	0	0	1	39	0	0	0	00	
6748	12	2683	2	1	0	15	11272016	27	11	2016	0	27.01813889	-82.16370000	73	8	0	0	0	3	14	0	1	37	402	2014	0	0	1	0	0	0	0	00	
6749	12	2683	2	2	0	15	11272016	27	11	2016	0	27.01813889	-82.16370000	71	1	0	0	0	3	14	0	1	37	402	2014	0	0	1	0	0	0	0	00	
6750	12	2685	1	1	0	115	12112016	11	12	2016	0	27.34324722	-82.41649167	27	20	0	0	0	7	15	0	1	23	422	2009	0	0	1	0	0	0	0	99	
6751	12	2688	1	1	0	95	12192016	19	12	2016	0	28.57079167	-81.47590556	54	20	0	0	0	3	31	0	0	12	481	2013	0	0	1	0	0	0	0	00	
6752	12	2688	1	2	0	95	12192016	19	12	2016	0	28.57079167	-81.47590556	15	20	0	0	0	3	31	0	0	12	481	2013	0	0	1	0	0	0	0	00	
6753	12	2690	1	1	2541	11	11142016	14	11	2016	0	26.11513611	-80.25065833	26	20	0	0	0	3	4	0	1	12	37	2014	0	0	1	6	0	0	0	99	
6754	12	2692	1	1	0	111	12122016	12	12	2016	0	27.44807778	-80.58430000	40	1	0	0	0	3	4	0	1	49	40	2010	0	0	1	51	0	0	0	00	
6755	12	2692	2	1	0	111	12122016	12	12	2016	0	27.44807778	-80.58430000	51	1	0	0	0	3	21	0	0	12	461	2012	0	0	1	0	0	0	0	00	
6756	12	2692	2	2	0	111	12122016	12	12	2016	0	27.44807778	-80.58430000	57	0	0	0	0	3	21	0	0	12	461	2012	0	0	1	0	0	0	0	00	
6757	12	2692	2	3	0	111	12122016	12	12	2016	0	27.44807778	-80.58430000	70	0	0	0	0	97	21	0	0	12	461	2012	0	0	1	0	0	0	0	00	
6758	12	2692	2	4	0	111	12122016	12	12	2016	0	27.44807778	-80.58430000	58	0	0	0	0	97	21	0	0	12	461	2012	0	0	1	0	0	0	0	00	
6759	12	2692	2	5	0	111	12122016	12	12	2016	0	27.44807778	-80.58430000	56	0	0	0	0	2	21	0	0	12	461	2012	0	0	1	0	0	0	0	00	
6760	12	2692	2	6	0	111	12122016	12	12	2016	0	27.44807778	-80.58430000	70	0	0	0	0	2	21	0	0	12	461	2012	0	0	1	0	0	0	0	00	
6761	12	2692	2	7	0	111	12122016	12	12	2016	0	27.44807778	-80.58430000	61	0	0	0	0	2	21	0	0	12	461	2012	0	0	1	0	0	0	0	00	
6762	12	2692	2	8	0	111	12122016	12	12	2016	0	27.44807778	-80.58430000	57	0	0	0	0	2	21	0	0	12	461	2012	0	0	1	0	0	0	0	00	
6763	12	2692	2	9	0	111	12122016	12	12	2016	0	27.44807778	-80.58430000	55	1	0	0	0	3	21	0	0	12	461	2012	0	0	1	0	0	0	0	00	
6764	12	2692	2	10	0	111	12122016	12	12	2016	0	27.44807778	-80.58430000	59	0	0	0	0	8	21	0	0	12	461	2012	0	0	1	0	0	0	0	00	
6765	12	2694	1	1	0	129	12132016	13	12	2016	0	30.17302222	-84.30947222	74	1	0	0	0	3	4	0	1	12	37	2013	0	0	1	38	0	0	0	99	
6766	12	2696	1	1	0	57	12032016	3	12	2016	0	27.98123889	-82.34950000	53	20	0	0	0	3	31	0	0	12	481	2014	0	0	1	0	0	0	0	00	
6767	12	2697	1	1	0	115	12172016	17	12	2016	0	27.00018889	-82.37661111	73	20	0	0	0	3	6	0	0	12	24	2013	0	0	1	48	0	0	0	00	
6768	12	2697	1	2	0	115	12172016	17	12	2016	0	27.00018889	-82.37661111	72	20	0	0	0	3	6	0	0	12	24	2013	0	0	1	48	0	0	0	00	
6769	12	2697	1	3	0	115	12172016	17	12	2016	0	27.00018889	-82.37661111	77	20	0	0	0	3	6	0	0	12	24	2013	0	0	1	48	0	0	0	00	
6770	12	2697	1	4	0	115	12172016	17	12	2016	0	27.00018889	-82.37661111	80	20	0	0	0	3	6	0	0	12	24	2013	0	0	1	48	0	0	0	00	
6771	12	2698	1	1	120	105	12072016	7	12	2016	0	28.06110556	-81.77629167	89	1	0	0	0	3	4	0	2	20	2	2008	0	0	1	38	0	0	0	99	
6772	12	2698	1	2	120	105	12072016	7	12	2016	0	28.06110556	-81.77629167	84	1	0	0	0	3	4	0	2	20	2	2008	0	0	1	38	0	0	0	99	
6773	12	2701	2	1	2360	95	12152016	15	12	2016	0	28.55228056	-81.45570278	56	20	0	0	0	3	5	0	0	41	51	2016	0	0	1	0	0	0	0	00	
6774	12	2703	2	1	0	97	12102016	10	12	2016	0	28.30818056	-81.34793611	21	20	0	0	0	3	4	0	0	63	38	2017	0	0	1	0	0	0	0	00	
6775	12	2705	1	1	0	95	12092016	9	12	2016	0	28.56993889	-81.23508889	21	20	0	0	0	3	14	0	0	49	404	2008	0	0	1	0	0	0	0	00	
6776	12	2711	1	1	771	11	12182016	18	12	2016	0	26.02928056	-80.35275000	21	99	0	0	0	3	4	0	1	63	34	2016	0	0	1	28	0	0	0	99	
6777	12	2711	2	1	771	11	12182016	18	12	2016	0	26.02928056	-80.35275000	48	20	0	0	0	3	14	0	0	55	402	2009	0	0	1	0	0	0	0	00	
6778	12	2713	1	1	771	11	08312016	31	8	2016	0	26.07472500	-80.20586944	65	20	0	0	0	3	1	0	0	12	3	2016	0	0	1	0	0	0	0	00	
6779	12	2716	1	1	0	99	11132016	13	11	2016	0	26.74484722	-80.26371111	24	1	0	0	0	7	2	0	1	12	3	2013	0	0	1	39	0	0	0	99	
6780	12	2716	1	2	0	99	11132016	13	11	2016	0	26.74484722	-80.26371111	24	1	0	0	0	7	2	0	1	12	3	2013	0	0	1	39	0	0	0	99	
6781	12	2717	1	1	2660	99	10152016	15	10	2016	0	26.76973611	-80.10794167	34	1	0	0	0	7	4	0	0	55	33	2017	0	0	1	36	0	0	0	99	
6782	12	2721	2	1	0	83	12112016	11	12	2016	0	29.24583889	-82.30946944	41	1	0	0	0	3	14	0	0	55	401	2012	0	0	1	0	0	0	0	00	
6783	12	2721	2	2	0	83	12112016	11	12	2016	0	29.24583889	-82.30946944	37	1	0	0	0	3	14	0	0	55	401	2012	0	0	1	0	0	0	0	00	
6784	12	2725	1	1	0	99	11262016	26	11	2016	0	26.45847500	-80.16326944	73	20	0	0	0	3	14	0	0	49	403	2010	0	0	1	6	8	0	0	00	
6785	12	2726	1	1	0	95	12132016	13	12	2016	0	28.56097222	-81.25305000	18	3	0	0	0	3	4	0	0	52	46	2009	0	0	1	38	0	0	0	93	
6786	12	2727	2	1	0	71	12152016	15	12	2016	0	26.54661944	-81.84676944	63	8	0	0	0	3	15	0	1	37	421	2012	0	0	1	0	0	0	0	00	
6787	12	2727	2	2	0	71	12152016	15	12	2016	0	26.54661944	-81.84676944	63	8	0	0	0	3	15	0	1	37	421	2012	0	0	1	0	0	0	0	00	
6788	12	2728	2	1	760	11	12162016	16	12	2016	0	26.04802222	-80.16125278	24	1	0	0	0	7	4	0	0	20	25	2017	0	0	1	0	0	0	0	00	
6789	12	2731	1	1	0	1	11262016	26	11	2016	0	29.91363333	-82.55325833	83	20	0	0	0	3	1	0	1	13	1	2010	0	0	1	6	0	0	0	00	
6790	12	2732	1	1	2030	86	12012016	1	12	2016	0	25.86162500	-80.18929167	28	8	0	0	0	7	4	0	1	37	32	2016	0	0	1	6	0	0	0	99	
6791	12	2735	1	1	2900	85	12092016	9	12	2016	0	27.19109722	-80.25315278	61	20	0	0	0	3	31	0	0	12	481	2012	0	0	1	38	0	0	0	00	
6792	12	2736	1	1	2541	11	12142016	14	12	2016	0	26.12641111	-80.26282222	34	20	0	0	0	3	4	0	0	35	47	2008	0	0	1	0	0	0	0	00	
6793	12	2737	1	1	0	83	12112016	11	12	2016	0	29.07220556	-82.25437778	77	8	0	0	0	7	14	0	1	37	402	2013	0	0	1	6	0	0	0	00	
6794	12	2741	1	1	0	97	12192016	19	12	2016	0	28.30746944	-81.56896111	66	1	0	0	0	7	30	0	1	20	473	2010	0	0	1	0	0	0	0	99	
6795	12	2741	1	2	0	97	12192016	19	12	2016	0	28.30746944	-81.56896111	999	99	0	0	0	99	30	0	1	20	473	2010	0	0	1	0	0	0	0	99	
6796	12	2741	2	1	0	97	12192016	19	12	2016	0	28.30746944	-81.56896111	40	20	0	0	0	3	4	0	0	12	23	2015	0	0	1	0	0	0	0	00	
6797	12	2742	1	1	0	105	10292016	29	10	2016	0	27.82624722	-81.33929167	999	99	0	0	0	99	31	0	0	12	481	2010	0	0	1	0	0	0	0	99	
6798	12	2745	2	1	1405	85	12142016	14	12	2016	0	27.07450278	-80.13424444	64	8	0	0	0	3	6	0	0	48	45	2012	0	0	1	0	0	0	0	00	
6799	12	2745	2	2	1405	85	12142016	14	12	2016	0	27.07450278	-80.13424444	36	8	0	0	0	3	6	0	0	48	45	2012	0	0	1	0	0	0	0	00	
