Obs.	statenum	casenum	vnumber	pnumber	city	accdate	accday	accmon	caseyear	driverdrowsy	latitude	longitude	age	airbag	prf1	prf2	prf3	restraint	body	gvwrating	vfatcount	make	model	modelyr	vrf1	vrf2	drivpres	drf1	drf2	drf3	drf4	dridistract	
13038	26	121	1	2	0	03032017	3	3	2017	0	42.27000556	-85.65431667	88	1	0	0	0	3	4	0	2	12	32	2015	0	0	1	51	0	0	0	99	
13039	26	121	2	1	0	03032017	3	3	2017	0	42.27000556	-85.65431667	56	8	0	0	0	3	34	0	1	35	472	2012	0	0	1	0	0	0	0	00	
13040	26	121	2	2	0	03032017	3	3	2017	0	42.27000556	-85.65431667	20	8	0	0	0	3	34	0	1	35	472	2012	0	0	1	0	0	0	0	00	
13041	26	121	2	3	0	03032017	3	3	2017	0	42.27000556	-85.65431667	57	20	0	0	0	20	34	0	1	35	472	2012	0	0	1	0	0	0	0	00	
13042	26	121	4	1	0	03032017	3	3	2017	0	42.27000556	-85.65431667	43	20	0	0	0	3	34	0	0	12	481	2008	0	0	1	0	0	0	0	00	
13043	26	123	1	1	1450	03012017	1	3	2017	0	44.28355278	-83.46988333	55	20	0	0	0	3	5	0	0	20	26	2014	0	0	1	0	0	0	0	00	
13044	26	124	1	1	0	03082017	8	3	2017	0	42.06532500	-83.31441111	46	8	0	0	0	3	34	0	0	20	482	2010	0	0	1	39	0	0	0	99	
13045	26	124	3	1	0	03082017	8	3	2017	0	42.06532500	-83.31441111	58	20	0	0	0	3	34	0	0	12	481	2009	0	0	1	0	0	0	0	00	
13046	26	127	1	1	0	03062017	6	3	2017	0	42.25957222	-83.65461389	21	20	0	0	0	3	9	0	0	6	18	2015	0	0	1	0	0	0	0	00	
13047	26	128	2	1	0	03082017	8	3	2017	0	43.25646111	-84.85549722	74	1	0	0	0	3	20	0	0	6	441	2010	0	0	1	0	0	0	0	00	
13048	26	128	2	2	0	03082017	8	3	2017	0	43.25646111	-84.85549722	70	1	0	0	0	3	20	0	0	6	441	2010	0	0	1	0	0	0	0	00	
13049	26	129	1	1	0	03082017	8	3	2017	0	43.02896111	-84.95621389	31	8	0	0	0	3	6	0	1	7	27	2010	0	0	1	0	0	0	0	99	
13050	26	130	1	1	4020	03092017	9	3	2017	0	42.65980000	-83.33489167	17	8	0	0	0	3	4	0	0	30	52	2014	0	0	1	28	0	0	0	00	
13051	26	130	2	1	4020	03092017	9	3	2017	0	42.65980000	-83.33489167	50	8	0	0	0	3	14	0	1	12	401	2017	0	0	1	0	0	0	0	00	
13052	26	131	1	1	5319	03022017	2	3	2017	0	42.91330000	-85.68198889	47	20	0	0	0	3	14	0	0	55	402	2013	0	0	1	0	0	0	0	00	
13053	26	135	2	1	0	03032017	3	3	2017	0	42.88788611	-85.48020833	75	20	0	0	0	3	4	0	0	12	37	2011	0	0	1	0	0	0	0	00	
13054	26	135	2	2	0	03032017	3	3	2017	0	42.88788611	-85.48020833	75	20	0	0	0	3	4	0	0	12	37	2011	0	0	1	0	0	0	0	00	
13055	26	137	3	1	4815	03102017	10	3	2017	0	42.25911667	-83.28935556	71	8	0	0	0	3	6	0	0	12	25	2016	0	0	1	0	0	0	0	00	
13056	26	143	1	1	0	03152017	15	3	2017	0	43.14832222	-84.90405278	23	1	0	0	0	20	14	0	0	23	402	2011	0	0	1	0	0	0	0	96	
13057	26	143	1	2	0	03152017	15	3	2017	0	43.14832222	-84.90405278	5	1	0	0	0	10	14	0	0	23	402	2011	0	0	1	0	0	0	0	96	
13058	26	145	2	1	0	03162017	16	3	2017	0	43.05743333	-85.51028333	60	8	0	0	0	3	4	0	0	37	32	2009	0	0	1	0	0	0	0	00	
13059	26	147	1	1	0	03152017	15	3	2017	0	43.33712778	-85.70245278	28	8	0	0	0	3	34	0	0	20	481	2015	0	0	1	38	0	0	0	99	
13060	26	147	1	2	0	03152017	15	3	2017	0	43.33712778	-85.70245278	28	8	0	0	0	3	34	0	0	20	481	2015	0	0	1	38	0	0	0	99	
13061	26	152	1	1	0	03182017	18	3	2017	0	44.43692778	-84.74515556	68	8	0	0	0	3	6	0	1	13	14	2013	0	0	1	87	0	0	0	00	
13062	26	152	1	2	0	03182017	18	3	2017	0	44.43692778	-84.74515556	96	8	0	0	0	3	6	0	1	13	14	2013	0	0	1	87	0	0	0	00	
13063	26	153	1	1	686	03182017	18	3	2017	0	42.98231389	-83.59397778	71	20	0	0	0	3	4	0	0	20	37	2015	0	0	1	0	0	0	0	00	
13064	26	156	1	1	1260	03122017	12	3	2017	0	42.36084444	-83.13955278	20	8	0	0	0	99	4	0	0	6	51	2016	0	0	1	36	0	0	0	99	
13065	26	158	2	1	4815	03212017	21	3	2017	0	42.26865000	-83.29001667	71	20	0	0	0	3	6	0	0	12	24	2014	0	0	1	0	0	0	0	00	
13066	26	165	2	1	0	03242017	24	3	2017	0	43.03743889	-85.66119167	56	1	0	0	0	3	14	0	0	48	402	2008	0	0	1	85	0	0	0	00	
13067	26	166	1	1	0	03012017	1	3	2017	0	42.36102778	-86.07642778	47	8	0	0	0	3	6	0	1	52	47	2008	0	0	1	38	0	0	0	99	
13068	26	166	1	2	0	03012017	1	3	2017	0	42.36102778	-86.07642778	14	20	0	0	0	20	6	0	1	52	47	2008	0	0	1	38	0	0	0	99	
13069	26	168	1	1	5113	03312017	31	3	2017	0	42.68810556	-83.35098333	36	99	0	0	0	99	6	0	1	23	8	2009	0	0	1	99	99	99	99	99	
13070	26	169	3	1	5110	03082017	8	3	2017	0	42.46936667	-83.06481389	56	20	0	0	0	3	14	0	0	2	403	2016	0	0	1	0	0	0	0	00	
13071	26	171	1	1	0	03252017	25	3	2017	0	43.48511111	-84.09206667	82	8	0	0	0	3	4	0	1	20	2	2014	0	0	1	38	0	0	0	00	
13072	26	172	1	1	1260	03202017	20	3	2017	0	42.36265000	-83.05475278	43	1	0	0	0	3	21	0	0	23	461	2017	0	0	1	0	0	0	0	12	
13073	26	175	1	1	2430	03102017	10	3	2017	0	42.29005556	-83.32936389	43	1	0	0	0	20	4	0	0	22	22	2010	0	0	1	0	0	0	0	99	
13074	26	179	1	1	1260	03312017	31	3	2017	0	42.33611667	-83.21684444	28	1	0	0	0	20	4	0	2	6	51	2013	0	0	1	36	37	39	0	12	
13075	26	179	1	2	1260	03312017	31	3	2017	0	42.33611667	-83.21684444	27	1	0	0	0	20	4	0	2	6	51	2013	0	0	1	36	37	39	0	12	
13076	26	180	1	1	2010	03182017	18	3	2017	0	42.98481111	-85.67640278	54	1	0	0	0	20	34	0	1	37	471	2013	0	0	1	39	0	0	0	99	
13077	26	189	1	1	0	04082017	8	4	2017	0	42.62179167	-83.96490833	29	20	0	0	0	3	4	0	0	6	18	2011	0	0	1	0	0	0	0	00	
13078	26	192	1	1	0	04082017	8	4	2017	0	43.07353889	-85.59450833	40	1	0	0	0	3	34	0	0	23	481	2008	0	0	1	0	0	0	0	00	
13079	26	192	1	2	0	04082017	8	4	2017	0	43.07353889	-85.59450833	35	1	0	0	0	3	34	0	0	23	481	2008	0	0	1	0	0	0	0	00	
13080	26	199	1	1	4815	04072017	7	4	2017	0	42.25172500	-83.27012778	55	1	0	0	0	99	20	0	1	6	441	2010	0	0	1	28	51	0	0	00	
13081	26	199	2	1	4815	04072017	7	4	2017	0	42.25172500	-83.27012778	60	1	0	0	0	3	4	0	0	12	17	2011	0	0	1	0	0	0	0	00	
13082	26	200	1	1	3460	04102017	10	4	2017	0	43.20108611	-86.24470278	16	20	0	0	0	3	4	0	0	12	17	2008	0	0	1	6	0	0	0	12	
13083	26	200	1	2	3460	04102017	10	4	2017	0	43.20108611	-86.24470278	14	20	0	0	0	3	4	0	0	12	17	2008	0	0	1	6	0	0	0	12	
13084	26	201	1	1	1586	04072017	7	4	2017	0	41.74029444	-83.47996111	52	20	0	0	0	20	4	0	1	12	37	2014	0	0	1	0	0	0	0	99	
13085	26	202	1	1	0	04122017	12	4	2017	0	43.17552222	-85.54610278	56	1	0	0	0	20	34	0	1	13	482	2008	0	0	1	99	99	99	99	99	
13086	26	204	1	1	0	04132017	13	4	2017	0	42.44571111	-83.17068889	25	20	0	0	0	3	4	0	0	49	32	2016	0	0	1	0	0	0	0	00	
13087	26	204	2	1	0	04132017	13	4	2017	0	42.44571111	-83.17068889	18	20	0	0	0	3	20	0	0	6	441	2012	0	0	1	0	0	0	0	00	
13088	26	204	2	2	0	04132017	13	4	2017	0	42.44571111	-83.17068889	14	20	0	0	0	3	20	0	0	6	441	2012	0	0	1	0	0	0	0	00	
13089	26	205	2	1	5210	04012017	1	4	2017	0	42.65318611	-83.48405000	20	1	0	0	0	3	34	0	0	23	481	2008	0	0	1	0	0	0	0	00	
13090	26	205	3	1	5210	04012017	1	4	2017	0	42.65318611	-83.48405000	37	20	0	0	0	3	15	0	0	20	423	2016	0	0	1	0	0	0	0	00	
13091	26	205	3	2	5210	04012017	1	4	2017	0	42.65318611	-83.48405000	39	20	0	0	0	3	15	0	0	20	423	2016	0	0	1	0	0	0	0	00	
13092	26	205	3	3	5210	04012017	1	4	2017	0	42.65318611	-83.48405000	998	98	0	0	0	98	15	0	0	20	423	2016	0	0	1	0	0	0	0	00	
13093	26	206	1	1	0	04062017	6	4	2017	0	41.79981111	-84.07983889	27	8	0	0	0	3	14	0	1	23	402	2016	0	0	1	38	0	0	0	99	
13094	26	206	1	2	0	04062017	6	4	2017	0	41.79981111	-84.07983889	1	8	0	0	0	12	14	0	1	23	402	2016	0	0	1	38	0	0	0	99	
13095	26	206	1	3	0	04062017	6	4	2017	0	41.79981111	-84.07983889	0	8	0	0	0	11	14	0	1	23	402	2016	0	0	1	38	0	0	0	99	
13096	26	207	1	1	2520	04122017	12	4	2017	0	42.25956944	-85.56721944	59	1	0	0	0	3	4	0	0	12	23	2008	0	0	1	38	0	0	0	00	
13097	26	209	1	1	1260	04092017	9	4	2017	0	42.37055833	-82.99733056	39	3	0	0	0	99	2	0	0	20	9	2012	0	0	1	0	0	0	0	99	
13098	26	209	2	1	1260	04092017	9	4	2017	0	42.37055833	-82.99733056	51	20	0	0	0	99	4	0	1	22	22	2009	0	0	1	0	0	0	0	12	
13099	26	211	1	1	4390	04122017	12	4	2017	0	45.87364444	-84.73018333	40	1	0	0	0	20	4	0	1	20	28	2012	0	0	1	0	0	0	0	99	
13100	26	215	1	1	2700	04072017	7	4	2017	0	42.70007500	-84.56735278	18	20	0	0	0	3	6	0	0	24	10	2009	0	0	1	0	0	0	0	00	
13101	26	215	1	2	2700	04072017	7	4	2017	0	42.70007500	-84.56735278	58	20	0	0	0	3	6	0	0	24	10	2009	0	0	1	0	0	0	0	00	
13102	26	220	2	1	0	04242017	24	4	2017	0	43.41203056	-83.23189722	44	1	0	0	0	3	5	0	1	35	50	2017	0	0	1	99	99	99	99	99	
13103	26	221	1	1	1260	04132017	13	4	2017	0	42.42502500	-83.19735278	37	1	0	0	0	1	1	0	0	20	9	2017	0	0	1	0	0	0	0	00	
13104	26	222	1	1	0	04232017	23	4	2017	0	42.77667778	-83.78635833	82	1	0	0	0	3	6	0	2	12	24	2015	0	0	1	38	0	0	0	99	
13105	26	222	1	2	0	04232017	23	4	2017	0	42.77667778	-83.78635833	70	1	0	0	0	3	6	0	2	12	24	2015	0	0	1	38	0	0	0	99	
13106	26	222	2	1	0	04232017	23	4	2017	0	42.77667778	-83.78635833	29	1	0	0	0	3	14	0	0	20	404	2017	0	0	1	0	0	0	0	00	
13107	26	224	1	1	0	04252017	25	4	2017	0	43.00188333	-85.07507222	72	8	0	0	0	3	4	0	1	12	23	2012	0	0	1	0	0	0	0	99	
13108	26	225	1	1	0	04142017	14	4	2017	0	41.99447778	-83.36282778	49	20	0	0	0	3	4	0	0	20	37	2010	0	0	1	0	0	0	0	00	
13109	26	228	2	1	2935	03052017	5	3	2017	0	42.53124722	-83.11307778	25	20	0	0	0	3	4	0	0	34	35	2013	0	0	1	38	0	0	0	99	
13110	26	228	2	2	2935	03052017	5	3	2017	0	42.53124722	-83.11307778	46	20	0	0	0	3	4	0	0	34	35	2013	0	0	1	38	0	0	0	99	
13111	26	230	3	1	150	03012017	1	3	2017	0	42.29742500	-83.70452500	81	1	0	0	0	3	14	0	0	2	404	2010	0	0	1	0	0	0	0	00	
13112	26	230	3	2	150	03012017	1	3	2017	0	42.29742500	-83.70452500	88	20	0	0	0	3	14	0	0	2	404	2010	0	0	1	0	0	0	0	00	
13113	26	231	1	1	0	04262017	26	4	2017	0	43.24904722	-85.07355000	59	1	0	0	0	3	4	0	1	12	23	2012	0	0	1	39	0	0	0	99	
13114	26	231	2	1	0	04262017	26	4	2017	0	43.24904722	-85.07355000	36	8	0	0	0	3	14	0	0	23	402	2012	0	0	1	0	0	0	0	00	
13115	26	238	1	1	2500	04282017	28	4	2017	0	42.26066667	-84.40389167	84	20	0	0	0	3	14	0	0	14	402	2008	0	0	1	0	0	0	0	00	
13116	26	239	1	1	90	04252017	25	4	2017	0	42.26613333	-83.23151667	20	1	0	0	0	3	4	0	1	35	50	2012	0	0	1	99	99	99	99	99	
13117	26	239	2	1	90	04252017	25	4	2017	0	42.26613333	-83.23151667	58	20	0	0	0	3	14	0	0	20	404	2014	0	0	1	0	0	0	0	00	
13118	26	239	3	1	90	04252017	25	4	2017	0	42.26613333	-83.23151667	20	20	0	0	0	3	4	0	0	22	22	2008	0	0	1	0	0	0	0	00	
13119	26	242	2	1	4380	04192017	19	4	2017	0	42.53953056	-82.89548333	63	20	0	0	0	99	34	0	0	7	482	2008	0	0	1	99	99	99	99	99	
13120	26	250	2	1	0	03222017	22	3	2017	0	42.23795556	-85.35528889	32	1	0	0	0	3	34	0	0	7	482	2010	0	0	1	0	0	0	0	00	
13121	26	251	1	1	0	04282017	28	4	2017	0	42.16829444	-86.32226111	55	1	0	0	0	20	34	0	1	12	481	2012	0	0	1	6	0	0	0	92	
13122	26	256	2	1	0	05072017	7	5	2017	0	42.81386944	-84.73933889	19	1	0	0	0	3	5	0	2	7	25	2008	0	0	1	39	0	0	0	96	
13123	26	256	2	2	0	05072017	7	5	2017	0	42.81386944	-84.73933889	22	1	0	0	0	20	5	0	2	7	25	2008	0	0	1	39	0	0	0	96	
13124	26	256	2	3	0	05072017	7	5	2017	0	42.81386944	-84.73933889	17	1	0	0	0	20	5	0	2	7	25	2008	0	0	1	39	0	0	0	96	
13125	26	256	2	4	0	05072017	7	5	2017	0	42.81386944	-84.73933889	22	98	0	0	0	20	5	0	2	7	25	2008	0	0	1	39	0	0	0	96	
13126	26	256	2	5	0	05072017	7	5	2017	0	42.81386944	-84.73933889	23	1	0	0	0	3	5	0	2	7	25	2008	0	0	1	39	0	0	0	96	
13127	26	256	2	6	0	05072017	7	5	2017	0	42.81386944	-84.73933889	20	98	0	0	0	20	5	0	2	7	25	2008	0	0	1	39	0	0	0	96	
13128	26	257	2	1	0	05092017	9	5	2017	0	43.72668611	-84.47797500	23	1	0	0	0	3	34	0	1	20	481	2014	0	0	1	0	0	0	0	00	
13129	26	258	1	1	5110	05102017	10	5	2017	0	42.53417500	-83.02926111	31	20	0	0	0	3	34	0	0	12	481	2011	0	0	1	0	0	0	0	00	
13130	26	258	1	2	5110	05102017	10	5	2017	0	42.53417500	-83.02926111	19	20	0	0	0	99	34	0	0	12	481	2011	0	0	1	0	0	0	0	00	
13131	26	260	3	1	0	04232017	23	4	2017	0	42.49756667	-83.75778611	52	8	0	0	0	3	4	0	1	20	28	2016	0	0	1	0	0	0	0	99	
13132	26	260	4	1	0	04232017	23	4	2017	0	42.49756667	-83.75778611	53	20	0	0	0	3	34	0	0	7	482	2011	0	0	1	0	0	0	0	00	
13133	26	260	4	2	0	04232017	23	4	2017	0	42.49756667	-83.75778611	47	20	0	0	0	3	34	0	0	7	482	2011	0	0	1	0	0	0	0	00	
13134	26	260	5	1	0	04232017	23	4	2017	0	42.49756667	-83.75778611	29	20	0	0	0	3	20	0	0	7	442	2014	0	0	1	0	0	0	0	00	
13135	26	260	5	2	0	04232017	23	4	2017	0	42.49756667	-83.75778611	1	20	0	0	0	11	20	0	0	7	442	2014	0	0	1	0	0	0	0	00	
13136	26	260	5	3	0	04232017	23	4	2017	0	42.49756667	-83.75778611	2	20	0	0	0	10	20	0	0	7	442	2014	0	0	1	0	0	0	0	00	
13137	26	260	5	4	0	04232017	23	4	2017	0	42.49756667	-83.75778611	5	20	0	0	0	3	20	0	0	7	442	2014	0	0	1	0	0	0	0	00	
13138	26	260	5	5	0	04232017	23	4	2017	0	42.49756667	-83.75778611	998	98	0	0	0	98	20	0	0	7	442	2014	0	0	1	0	0	0	0	00	
13139	26	260	6	1	0	04232017	23	4	2017	0	42.49756667	-83.75778611	64	8	0	0	0	3	34	0	0	12	481	2016	0	0	1	0	0	0	0	00	
13140	26	260	6	2	0	04232017	23	4	2017	0	42.49756667	-83.75778611	63	8	0	0	0	3	34	0	0	12	481	2016	0	0	1	0	0	0	0	00	
13141	26	260	8	1	0	04232017	23	4	2017	0	42.49756667	-83.75778611	59	20	0	0	0	3	4	0	0	12	17	2012	0	0	1	0	0	0	0	00	
13142	26	264	2	1	1260	05132017	13	5	2017	0	42.27060556	-83.16028611	42	20	0	0	0	3	6	0	0	12	25	2011	0	0	1	6	48	0	0	00	
13143	26	264	2	2	1260	05132017	13	5	2017	0	42.27060556	-83.16028611	45	20	0	0	0	3	6	0	0	12	25	2011	0	0	1	6	48	0	0	00	
13144	26	264	2	3	1260	05132017	13	5	2017	0	42.27060556	-83.16028611	18	20	0	0	0	3	6	0	0	12	25	2011	0	0	1	6	48	0	0	00	
13145	26	267	1	1	3628	05102017	10	5	2017	0	42.49356667	-83.44751111	24	1	0	0	0	20	4	0	1	41	51	2008	0	0	1	51	0	0	0	00	
13146	26	268	1	1	3625	05182017	18	5	2017	0	41.92984444	-85.40979167	54	1	0	0	0	3	34	0	0	20	481	2009	0	0	1	6	0	0	0	92	
13147	26	273	1	1	0	05212017	21	5	2017	0	42.52201667	-83.69075556	26	8	0	0	0	99	4	0	1	63	34	2013	0	0	1	36	37	0	0	99	
13148	26	273	1	2	0	05212017	21	5	2017	0	42.52201667	-83.69075556	26	8	0	0	0	99	4	0	1	63	34	2013	0	0	1	36	37	0	0	99	
13149	26	273	1	3	0	05212017	21	5	2017	0	42.52201667	-83.69075556	25	98	0	0	0	99	4	0	1	63	34	2013	0	0	1	36	37	0	0	99	
13150	26	278	1	1	1260	05022017	2	5	2017	0	42.38380000	-83.17837222	34	1	0	0	0	99	20	0	0	20	444	2008	0	0	1	36	37	0	0	99	
13151	26	280	1	1	787	05072017	7	5	2017	0	42.73136944	-82.73048056	52	1	0	0	0	3	6	0	0	2	1	2016	0	0	1	6	0	0	0	10	
13152	26	280	3	1	787	05072017	7	5	2017	0	42.73136944	-82.73048056	50	8	0	0	0	3	34	0	0	20	473	2016	0	0	1	0	0	0	0	00	
13153	26	280	3	2	787	05072017	7	5	2017	0	42.73136944	-82.73048056	40	8	0	0	0	3	34	0	0	20	473	2016	0	0	1	0	0	0	0	00	
13154	26	282	1	1	3463	05082017	8	5	2017	0	45.63050278	-87.53391944	31	20	0	0	0	3	4	0	1	19	18	2009	0	0	1	6	0	0	0	03	
13155	26	282	1	2	3463	05082017	8	5	2017	0	45.63050278	-87.53391944	26	20	0	0	0	20	4	0	1	19	18	2009	0	0	1	6	0	0	0	03	
13156	26	285	2	1	738	05182017	18	5	2017	0	42.32023333	-83.44344167	66	8	0	0	0	3	15	0	1	37	421	2016	0	0	1	0	0	0	0	00	
13157	26	285	2	2	738	05182017	18	5	2017	0	42.32023333	-83.44344167	62	8	0	0	0	3	15	0	1	37	421	2016	0	0	1	0	0	0	0	00	
13158	26	285	2	3	738	05182017	18	5	2017	0	42.32023333	-83.44344167	75	8	0	0	0	20	15	0	1	37	421	2016	0	0	1	0	0	0	0	00	
13159	26	285	2	4	738	05182017	18	5	2017	0	42.32023333	-83.44344167	60	8	0	0	0	3	15	0	1	37	421	2016	0	0	1	0	0	0	0	00	
13160	26	285	2	5	738	05182017	18	5	2017	0	42.32023333	-83.44344167	52	20	0	0	0	20	15	0	1	37	421	2016	0	0	1	0	0	0	0	00	
13161	26	288	1	1	0	05122017	12	5	2017	0	42.28374444	-83.93698889	67	1	0	0	0	20	4	0	1	12	23	2009	0	0	1	99	99	99	99	06	
13162	26	291	2	1	0	05112017	11	5	2017	0	42.97954167	-85.53502500	32	98	0	0	0	3	14	0	0	12	402	2014	0	0	1	0	0	0	0	00	
13163	26	293	1	1	1260	05142017	14	5	2017	0	42.39012500	-83.12004444	30	8	0	0	0	3	4	0	0	20	2	2013	0	0	1	39	0	0	0	99	
13164	26	293	1	2	1260	05142017	14	5	2017	0	42.39012500	-83.12004444	24	8	0	0	0	3	4	0	0	20	2	2013	0	0	1	39	0	0	0	99	
13165	26	293	3	1	1260	05142017	14	5	2017	0	42.39012500	-83.12004444	42	8	0	0	0	3	4	0	0	13	17	2017	0	0	1	0	0	0	0	00	
13166	26	293	3	2	1260	05142017	14	5	2017	0	42.39012500	-83.12004444	43	8	0	0	0	3	4	0	0	13	17	2017	0	0	1	0	0	0	0	00	
13167	26	294	1	1	0	05172017	17	5	2017	0	43.73319722	-83.11941389	33	20	0	0	0	3	34	0	0	7	482	2014	0	0	1	38	0	0	0	00	
13168	26	296	1	1	1260	05192017	19	5	2017	0	42.36051389	-83.07557778	47	8	0	0	0	99	34	0	1	7	482	2015	0	0	1	6	0	0	0	99	
13169	26	300	1	1	0	05232017	23	5	2017	0	46.20203056	-85.70833333	21	1	0	0	0	3	4	0	0	24	9	2008	0	0	1	0	0	0	0	00	
13170	26	305	2	1	1730	04182017	18	4	2017	0	43.06345278	-83.69886944	58	8	0	0	0	3	4	0	1	7	26	2008	0	0	1	0	0	0	0	99	
13171	26	305	2	2	1730	04182017	18	4	2017	0	43.06345278	-83.69886944	4	8	0	0	0	99	4	0	1	7	26	2008	0	0	1	0	0	0	0	99	
13172	26	307	1	1	4295	05132017	13	5	2017	0	42.21212222	-83.40371389	21	20	0	0	0	20	4	0	1	49	32	2015	0	0	1	36	0	0	0	99	
13173	26	308	3	1	1260	04022017	2	4	2017	0	42.38125278	-83.14706389	19	1	0	0	0	3	14	0	0	2	405	2010	0	0	1	0	0	0	0	99	
13174	26	308	3	2	1260	04022017	2	4	2017	0	42.38125278	-83.14706389	19	1	0	0	0	99	14	0	0	2	405	2010	0	0	1	0	0	0	0	99	
13175	26	308	3	3	1260	04022017	2	4	2017	0	42.38125278	-83.14706389	19	20	0	0	0	99	14	0	0	2	405	2010	0	0	1	0	0	0	0	99	
13176	26	308	3	4	1260	04022017	2	4	2017	0	42.38125278	-83.14706389	18	20	0	0	0	99	14	0	0	2	405	2010	0	0	1	0	0	0	0	99	
13177	26	308	3	5	1260	04022017	2	4	2017	0	42.38125278	-83.14706389	22	20	0	0	0	99	14	0	0	2	405	2010	0	0	1	0	0	0	0	99	
13178	26	308	3	6	1260	04022017	2	4	2017	0	42.38125278	-83.14706389	17	20	0	0	0	99	14	0	0	2	405	2010	0	0	1	0	0	0	0	99	
13179	26	311	1	1	2700	05072017	7	5	2017	0	42.73973333	-84.54651944	51	20	0	0	0	3	20	0	0	6	441	2015	32	0	1	6	0	0	0	98	
13180	26	312	2	1	0	05182017	18	5	2017	0	44.08867778	-85.47810833	62	1	0	0	0	3	15	0	1	2	422	2015	0	0	1	0	0	0	0	99	
13181	26	315	1	1	4060	05292017	29	5	2017	0	43.00402222	-82.44101111	18	20	0	0	0	3	4	0	0	35	50	2009	0	0	1	99	99	99	99	00	
13182	26	315	1	2	4060	05292017	29	5	2017	0	43.00402222	-82.44101111	17	20	0	0	0	3	4	0	0	35	50	2009	0	0	1	99	99	99	99	00	
13183	26	315	1	3	4060	05292017	29	5	2017	0	43.00402222	-82.44101111	17	20	0	0	0	3	4	0	0	35	50	2009	0	0	1	99	99	99	99	00	
13184	26	315	1	4	4060	05292017	29	5	2017	0	43.00402222	-82.44101111	17	20	0	0	0	3	4	0	0	35	50	2009	0	0	1	99	99	99	99	00	
13185	26	317	2	1	4030	05312017	31	5	2017	0	42.18318611	-85.53741667	42	1	0	0	0	3	6	0	1	6	54	2008	0	0	1	0	0	0	0	12	
13186	26	318	2	1	0	05092017	9	5	2017	0	42.63051111	-83.83638333	39	8	0	0	0	3	4	0	3	19	18	2014	0	0	1	0	0	0	0	99	
13187	26	318	2	2	0	05092017	9	5	2017	0	42.63051111	-83.83638333	35	8	0	0	0	3	4	0	3	19	18	2014	0	0	1	0	0	0	0	99	
13188	26	318	2	3	0	05092017	9	5	2017	0	42.63051111	-83.83638333	69	8	0	0	0	20	4	0	3	19	18	2014	0	0	1	0	0	0	0	99	
13189	26	318	2	4	0	05092017	9	5	2017	0	42.63051111	-83.83638333	73	8	0	0	0	20	4	0	3	19	18	2014	0	0	1	0	0	0	0	99	
13190	26	320	1	1	0	03102017	10	3	2017	0	42.36062778	-85.47435556	52	20	0	0	0	20	14	0	1	2	403	2014	0	0	1	0	0	0	0	99	
13191	26	322	1	1	1084	04192017	19	4	2017	0	42.26156667	-85.52759444	53	1	0	0	0	3	34	0	1	12	481	2016	0	0	1	0	0	0	0	99	
13192	26	324	1	1	0	06012017	1	6	2017	0	42.65781389	-84.19497500	69	1	0	0	0	3	15	0	0	42	421	2013	0	0	1	0	0	0	0	98	
13193	26	324	1	2	0	06012017	1	6	2017	0	42.65781389	-84.19497500	71	20	0	0	0	3	15	0	0	42	421	2013	0	0	1	0	0	0	0	98	
13194	26	324	2	1	0	06012017	1	6	2017	0	42.65781389	-84.19497500	69	1	0	0	0	3	14	0	1	37	402	2014	0	0	1	0	0	0	0	00	
13195	26	324	2	2	0	06012017	1	6	2017	0	42.65781389	-84.19497500	71	20	0	0	0	3	14	0	1	37	402	2014	0	0	1	0	0	0	0	00	
13196	26	324	3	1	0	06012017	1	6	2017	0	42.65781389	-84.19497500	51	20	0	0	0	3	4	0	0	49	40	2017	0	0	1	0	0	0	0	00	
13197	26	324	3	2	0	06012017	1	6	2017	0	42.65781389	-84.19497500	45	20	0	0	0	3	4	0	0	49	40	2017	0	0	1	0	0	0	0	00	
13198	26	325	1	1	3615	05102017	10	5	2017	0	43.17467778	-86.26380000	34	8	0	0	0	3	4	0	1	12	17	2014	0	0	1	16	0	0	0	99	
13199	26	330	1	1	5319	05212017	21	5	2017	0	42.91351389	-85.70521389	86	8	0	0	0	3	14	0	0	23	402	2011	0	0	1	39	0	0	0	99	
13200	26	333	1	1	0	06012017	1	6	2017	0	42.55143333	-83.80852500	85	8	0	0	0	3	20	0	1	6	441	2016	0	0	1	0	0	0	0	00	
13201	26	334	2	1	5110	05232017	23	5	2017	0	42.46280000	-83.03518333	29	20	0	0	0	3	14	0	0	23	402	2010	0	0	1	0	0	0	0	00	
13202	26	334	2	2	5110	05232017	23	5	2017	0	42.46280000	-83.03518333	27	20	0	0	0	3	14	0	0	23	402	2010	0	0	1	0	0	0	0	00	
13203	26	334	2	3	5110	05232017	23	5	2017	0	42.46280000	-83.03518333	3	20	0	0	0	10	14	0	0	23	402	2010	0	0	1	0	0	0	0	00	
13204	26	337	1	1	0	06062017	6	6	2017	0	42.79043889	-86.08073333	29	1	0	0	0	3	34	0	0	49	472	2011	0	0	1	36	0	0	0	05	
13205	26	337	1	2	0	06062017	6	6	2017	0	42.79043889	-86.08073333	31	20	0	0	0	3	34	0	0	49	472	2011	0	0	1	36	0	0	0	05	
13206	26	337	2	1	0	06062017	6	6	2017	0	42.79043889	-86.08073333	74	1	0	0	0	3	3	0	1	30	36	2009	0	0	1	0	0	0	0	00	
13207	26	337	2	2	0	06062017	6	6	2017	0	42.79043889	-86.08073333	76	1	0	0	0	3	3	0	1	30	36	2009	0	0	1	0	0	0	0	00	
