statenum,casenum,vnumber,pnumber,city,county,accdate,accday,accmon,caseyear,driverdrowsy,latitude,longitude,age,airbag,prf1,prf2,prf3,restraint,body,gvwrating,vfatcount,make,model,modelyr,vrf1,vrf2,drivpres,drf1,drf2,drf3,drf4,dridistract
12,141,2,6,0,95,3/4/16,4,3,2016,0,28.47364722,-81.64051111,26,2,0,0,0,7,20,0,1,49,442,2011,0,0,1,0,0,0,0,0
12,143,3,1,0,101,1/27/16,27,1,2016,0,28.19057222,-82.61403611,63,20,0,0,0,3,5,0,0,49,46,2013,0,0,1,0,0,0,0,0
12,145,1,1,0,95,2/28/16,28,2,2016,0,28.59527778,-81.17,23,1,0,0,0,3,2,0,0,12,3,2013,0,0,1,0,0,0,0,0
12,147,1,1,0,95,1/27/16,27,1,2016,0,28.55597222,-81.24476667,64,8,0,0,0,3,4,0,1,12,17,2008,0,0,1,38,0,0,0,17
12,147,1,2,0,95,1/27/16,27,1,2016,0,28.55597222,-81.24476667,61,8,0,0,0,3,4,0,1,12,17,2008,0,0,1,38,0,0,0,17
12,147,1,3,0,95,1/27/16,27,1,2016,0,28.55597222,-81.24476667,65,8,0,0,0,3,4,0,1,12,17,2008,0,0,1,38,0,0,0,17
12,147,1,4,0,95,1/27/16,27,1,2016,0,28.55597222,-81.24476667,40,8,0,0,0,3,4,0,1,12,17,2008,0,0,1,38,0,0,0,17
12,148,1,1,0,123,3/3/16,3,3,2016,0,29.81277778,-83.57888889,40,20,0,0,0,3,31,0,0,12,481,2011,0,0,1,0,0,0,0,0
12,148,1,2,0,123,3/3/16,3,3,2016,0,29.81277778,-83.57888889,48,20,0,0,0,3,31,0,0,12,481,2011,0,0,1,0,0,0,0,0
12,150,1,1,2439,35,1/26/16,26,1,2016,0,29.54746944,-81.21452778,85,8,0,0,0,3,14,0,2,12,402,2012,0,0,1,6,0,0,0,99
12,150,1,2,2439,35,1/26/16,26,1,2016,0,29.54746944,-81.21452778,76,8,0,0,0,3,14,0,2,12,402,2012,0,0,1,6,0,0,0,99
12,152,1,1,0,19,3/1/16,1,3,2016,0,30.10848889,-81.70533611,64,20,0,0,0,3,6,0,0,12,24,2013,0,0,1,0,0,0,0,0
12,152,1,2,0,19,3/1/16,1,3,2016,0,30.10848889,-81.70533611,53,20,0,0,0,3,6,0,0,12,24,2013,0,0,1,0,0,0,0,0
12,152,4,1,0,19,3/1/16,1,3,2016,0,30.10848889,-81.70533611,53,20,0,0,0,3,30,0,0,23,472,2015,0,0,1,0,0,0,0,0
12,152,4,2,0,19,3/1/16,1,3,2016,0,30.10848889,-81.70533611,67,20,0,0,0,3,30,0,0,23,472,2015,0,0,1,0,0,0,0,0
12,153,1,1,0,115,2/21/16,21,2,2016,0,27.13473611,-82.40518889,18,8,0,0,0,3,4,0,2,41,50,2015,0,0,1,6,0,0,0,0
12,153,1,2,0,115,2/21/16,21,2,2016,0,27.13473611,-82.40518889,22,2,0,0,0,2,4,0,2,41,50,2015,0,0,1,6,0,0,0,0
12,153,1,3,0,115,2/21/16,21,2,2016,0,27.13473611,-82.40518889,21,8,0,0,0,3,4,0,2,41,50,2015,0,0,1,6,0,0,0,0
12,155,1,1,0,33,1/28/16,28,1,2016,0,30.53267222,-87.23991944,91,8,0,0,0,3,4,0,1,20,25,2014,0,0,1,38,0,0,0,0
12,156,1,1,0,86,1/29/16,29,1,2016,0,25.76083333,-80.40083333,50,20,0,0,0,3,31,0,0,12,481,2014,0,0,1,6,0,0,0,0
12,156,3,1,0,86,1/29/16,29,1,2016,0,25.76083333,-80.40083333,52,20,0,0,0,3,4,0,0,6,51,2014,0,0,1,0,0,0,0,0
12,159,1,1,0,13,2/2/16,2,2,2016,0,30.53298056,-85.30041111,71,3,0,0,0,3,4,0,1,49,40,2014,0,0,1,38,0,0,0,99
12,159,1,2,0,13,2/2/16,2,2,2016,0,30.53298056,-85.30041111,73,3,0,0,0,3,4,0,1,49,40,2014,0,0,1,38,0,0,0,99
12,161,1,1,0,86,1/30/16,30,1,2016,0,25.54438889,-80.37206944,28,2,0,0,0,3,4,0,0,35,47,2009,0,0,1,38,0,0,0,0
12,168,1,1,0,71,2/4/16,4,2,2016,0,26.60321111,-81.62063056,60,1,0,0,0,3,1,0,0,20,9,2014,0,0,1,51,0,0,0,0
12,168,3,1,0,71,2/4/16,4,2,2016,0,26.60321111,-81.62063056,69,20,0,0,0,3,4,0,0,55,35,2014,0,0,1,0,0,0,0,0
12,173,1,1,1420,11,2/7/16,7,2,2016,0,26.00765833,-80.14892778,31,8,0,0,0,3,4,0,1,35,43,2010,0,0,1,39,0,0,0,99
12,175,1,1,0,9,3/1/16,1,3,2016,0,28.18816111,-80.70626111,29,8,0,0,0,3,14,0,0,2,404,2012,0,0,1,6,0,0,0,17
12,177,1,1,0,9,3/8/16,8,3,2016,0,28.41732778,-80.70666111,72,20,0,0,0,3,15,0,0,7,422,2012,0,0,1,38,0,0,0,0
12,177,1,2,0,9,3/8/16,8,3,2016,0,28.41732778,-80.70666111,49,2,0,0,0,3,15,0,0,7,422,2012,0,0,1,38,0,0,0,0
12,178,1,1,0,86,2/10/16,10,2,2016,0,25.77754722,-80.199675,20,0,0,0,0,3,6,0,2,35,51,2008,0,0,1,6,0,0,0,99
12,178,1,2,0,86,2/10/16,10,2,2016,0,25.77754722,-80.199675,19,0,0,0,0,3,6,0,2,35,51,2008,0,0,1,6,0,0,0,99
12,179,2,1,0,57,2/20/16,20,2,2016,0,27.69041111,-82.34286944,64,8,0,0,0,7,31,0,0,12,481,2016,0,0,1,0,0,0,0,0
12,182,1,1,771,11,2/13/16,13,2,2016,0,26.11365,-80.34938056,26,8,0,0,0,7,4,0,1,22,22,2009,0,0,1,6,0,0,0,99
12,182,1,2,771,11,2/13/16,13,2,2016,0,26.11365,-80.34938056,51,8,0,0,0,7,4,0,1,22,22,2009,0,0,1,6,0,0,0,99
12,183,1,1,0,89,2/15/16,15,2,2016,0,30.78378889,-81.92473889,21,20,0,0,0,97,31,0,1,12,481,2008,0,0,1,6,0,0,0,0
12,186,1,1,2360,95,2/28/16,28,2,2016,0,28.48687222,-81.41736389,27,8,0,0,0,2,14,0,0,35,401,2013,0,0,1,39,0,0,0,0
12,186,1,2,2360,95,2/28/16,28,2,2016,0,28.48687222,-81.41736389,27,8,0,0,0,3,14,0,0,35,401,2013,0,0,1,39,0,0,0,0
12,186,2,1,2360,95,2/28/16,28,2,2016,0,28.48687222,-81.41736389,23,8,0,0,0,3,4,0,1,12,23,2013,0,0,1,0,0,0,0,0
12,188,1,1,0,107,2/23/16,23,2,2016,0,29.60004444,-81.57545556,22,1,0,0,0,3,4,0,0,35,47,2014,0,0,1,28,0,0,0,99
12,189,3,1,0,71,2/3/16,3,2,2016,0,26.72846111,-81.83716111,53,20,0,0,0,3,4,0,0,63,38,2015,0,0,1,0,0,0,0,0
12,193,3,1,0,95,2/22/16,22,2,2016,0,28.48414444,-81.39669167,45,20,0,0,0,3,6,0,0,12,24,2016,0,0,1,0,0,0,0,0
12,193,4,1,0,95,2/22/16,22,2,2016,0,28.48414444,-81.39669167,56,20,0,0,0,3,31,0,0,12,481,2015,0,0,1,0,0,0,0,0
12,194,1,1,120,105,1/21/16,21,1,2016,0,28.05716944,-81.816425,21,8,0,0,0,99,4,0,1,30,40,2015,0,0,1,0,0,0,0,0
12,194,1,2,120,105,1/21/16,21,1,2016,0,28.05716944,-81.816425,39,8,0,0,0,3,4,0,1,30,40,2015,0,0,1,0,0,0,0,0
12,194,1,3,120,105,1/21/16,21,1,2016,0,28.05716944,-81.816425,38,8,0,0,0,3,4,0,1,30,40,2015,0,0,1,0,0,0,0,0
12,194,1,4,120,105,1/21/16,21,1,2016,0,28.05716944,-81.816425,31,8,0,0,0,7,4,0,1,30,40,2015,0,0,1,0,0,0,0,0
12,198,2,1,1823,71,2/26/16,26,2,2016,0,26.61928889,-81.73261111,33,8,0,0,0,7,4,0,0,7,26,2012,0,0,1,0,0,0,0,0
12,202,2,1,0,86,2/4/16,4,2,2016,0,25.686325,-80.383525,28,8,0,0,0,3,4,0,1,7,24,2009,0,0,1,0,0,0,0,0
12,202,2,2,0,86,2/4/16,4,2,2016,0,25.686325,-80.383525,22,8,0,0,0,3,4,0,1,7,24,2009,0,0,1,0,0,0,0,0
12,203,1,1,0,81,3/9/16,9,3,2016,0,27.57953889,-82.57816111,63,8,0,0,0,3,4,0,1,55,35,2013,0,0,1,38,0,0,0,0
12,203,2,1,0,81,3/9/16,9,3,2016,0,27.57953889,-82.57816111,39,1,0,0,0,3,31,0,0,20,482,2013,0,0,1,0,0,0,0,0
12,205,1,1,0,99,1/30/16,30,1,2016,0,26.43906111,-80.14664167,76,8,0,0,0,3,49,0,0,98,999,2012,0,0,1,0,0,0,0,0
12,205,1,2,0,99,1/30/16,30,1,2016,0,26.43906111,-80.14664167,73,8,0,0,0,1,49,0,0,98,999,2012,0,0,1,0,0,0,0,0
12,205,1,3,0,99,1/30/16,30,1,2016,0,26.43906111,-80.14664167,73,8,0,0,0,3,49,0,0,98,999,2012,0,0,1,0,0,0,0,0
12,205,1,4,0,99,1/30/16,30,1,2016,0,26.43906111,-80.14664167,73,8,0,0,0,3,49,0,0,98,999,2012,0,0,1,0,0,0,0,0
12,205,3,1,0,99,1/30/16,30,1,2016,0,26.43906111,-80.14664167,82,8,0,0,0,3,4,0,0,55,35,2016,0,0,1,0,0,0,0,0
12,205,3,2,0,99,1/30/16,30,1,2016,0,26.43906111,-80.14664167,86,8,0,0,0,3,4,0,0,55,35,2016,0,0,1,0,0,0,0,0
12,205,4,1,0,99,1/30/16,30,1,2016,0,26.43906111,-80.14664167,72,8,0,0,0,3,1,0,0,34,47,2015,0,0,1,6,51,0,0,99
12,208,2,1,290,99,2/5/16,5,2,2016,0,26.35071389,-80.11711389,25,8,0,0,0,3,4,0,1,37,31,2009,0,0,1,0,0,0,0,0
12,212,1,1,3240,75,3/8/16,8,3,2016,0,29.41111111,-82.45305556,66,8,0,0,0,3,5,0,1,35,50,2011,0,0,1,38,0,0,0,0
12,212,1,2,3240,75,3/8/16,8,3,2016,0,29.41111111,-82.45305556,13,8,0,0,0,3,5,0,1,35,50,2011,0,0,1,38,0,0,0,0
12,212,2,1,3240,75,3/8/16,8,3,2016,0,29.41111111,-82.45305556,44,8,0,0,0,3,14,0,0,12,401,2014,0,0,1,0,0,0,0,0
12,215,2,1,0,95,3/13/16,13,3,2016,0,28.45100556,-81.36090556,27,1,0,0,0,3,4,0,1,49,40,2011,0,0,1,0,0,0,0,0
12,216,1,1,0,57,3/5/16,5,3,2016,0,27.86154722,-82.32672222,64,1,0,0,0,3,4,0,1,20,37,2012,0,0,1,51,0,0,0,99
12,216,2,1,0,57,3/5/16,5,3,2016,0,27.86154722,-82.32672222,31,8,0,0,0,3,14,0,0,12,401,2013,0,0,1,0,0,0,0,0
12,216,3,1,0,57,3/5/16,5,3,2016,0,27.86154722,-82.32672222,35,20,0,0,0,3,15,0,0,12,422,2015,0,0,1,0,0,0,0,0
12,216,3,2,0,57,3/5/16,5,3,2016,0,27.86154722,-82.32672222,32,20,0,0,0,2,15,0,0,12,422,2015,0,0,1,0,0,0,0,0
12,216,3,3,0,57,3/5/16,5,3,2016,0,27.86154722,-82.32672222,12,20,0,0,0,3,15,0,0,12,422,2015,0,0,1,0,0,0,0,0
12,220,2,1,0,5,3/11/16,11,3,2016,0,30.29177778,-85.49636111,41,20,0,0,0,3,14,0,0,59,404,2012,0,0,1,0,0,0,0,0
12,220,3,1,0,5,3/11/16,11,3,2016,0,30.29177778,-85.49636111,49,20,0,0,0,3,15,0,0,20,421,2012,0,0,1,0,0,0,0,0
12,220,3,2,0,5,3/11/16,11,3,2016,0,30.29177778,-85.49636111,49,20,0,0,0,3,15,0,0,20,421,2012,0,0,1,0,0,0,0,0
12,221,1,1,0,61,3/6/16,6,3,2016,0,27.7675,-80.55083333,28,8,0,0,0,7,4,0,1,63,32,2012,0,0,1,39,0,0,0,99
12,224,2,1,0,81,2/18/16,18,2,2016,0,27.40446667,-82.45293889,67,1,0,0,0,3,15,0,3,20,423,2015,0,0,1,0,0,0,0,0
12,224,2,2,0,81,2/18/16,18,2,2016,0,27.40446667,-82.45293889,69,1,0,0,0,3,15,0,3,20,423,2015,0,0,1,0,0,0,0,0
12,224,2,3,0,81,2/18/16,18,2,2016,0,27.40446667,-82.45293889,56,2,0,0,0,7,15,0,3,20,423,2015,0,0,1,0,0,0,0,0
12,224,2,4,0,81,2/18/16,18,2,2016,0,27.40446667,-82.45293889,68,2,0,0,0,7,15,0,3,20,423,2015,0,0,1,0,0,0,0,0
12,229,2,1,1510,31,1/9/16,9,1,2016,0,30.25319167,-81.69919167,90,99,0,0,0,8,4,0,1,49,43,2009,0,0,1,0,0,0,0,99
12,231,1,1,0,15,3/6/16,6,3,2016,0,27.031225,-82.11322778,40,8,0,0,0,7,5,0,0,20,26,2014,0,0,1,51,0,0,0,0
12,232,1,1,0,27,3/13/16,13,3,2016,0,27.25198889,-81.95973889,56,1,0,0,0,3,6,0,1,7,21,2008,0,0,1,0,0,0,0,99
12,237,2,1,0,93,3/13/16,13,3,2016,0,27.45629167,-80.80953333,81,8,0,0,0,3,14,0,1,48,401,2015,0,0,1,0,0,0,0,0
12,237,2,2,0,93,3/13/16,13,3,2016,0,27.45629167,-80.80953333,80,8,0,0,0,3,14,0,1,48,401,2015,0,0,1,0,0,0,0,0
12,238,1,1,2230,86,3/11/16,11,3,2016,0,25.94421667,-80.16271667,22,20,0,0,0,3,4,0,0,7,24,2015,0,0,1,0,0,0,0,0
12,246,2,1,0,21,3/11/16,11,3,2016,0,26.01843889,-81.62906111,71,8,0,0,0,3,4,0,1,35,47,2015,0,0,1,0,0,0,0,0
12,246,2,2,0,21,3/11/16,11,3,2016,0,26.01843889,-81.62906111,72,1,0,0,0,3,4,0,1,35,47,2015,0,0,1,0,0,0,0,0
12,252,2,1,0,127,2/6/16,6,2,2016,0,29.15271944,-81.08155833,29,8,0,0,0,7,4,0,1,42,43,2015,0,0,1,0,0,0,0,0
12,252,2,2,0,127,2/6/16,6,2,2016,0,29.15271944,-81.08155833,31,8,0,0,0,3,4,0,1,42,43,2015,0,0,1,0,0,0,0,0
12,258,1,1,0,115,2/5/16,5,2,2016,0,26.99776111,-82.29574167,27,1,0,0,0,7,4,0,0,37,31,2008,0,0,1,51,0,0,0,0
12,258,2,1,0,115,2/5/16,5,2,2016,0,26.99776111,-82.29574167,54,1,0,0,0,3,15,0,1,37,421,2011,0,0,1,0,0,0,0,0
12,258,2,2,0,115,2/5/16,5,2,2016,0,26.99776111,-82.29574167,54,1,0,0,0,3,15,0,1,37,421,2011,0,0,1,0,0,0,0,0
12,258,2,3,0,115,2/5/16,5,2,2016,0,26.99776111,-82.29574167,18,2,0,0,0,3,15,0,1,37,421,2011,0,0,1,0,0,0,0,0
12,258,2,4,0,115,2/5/16,5,2,2016,0,26.99776111,-82.29574167,82,2,0,0,0,3,15,0,1,37,421,2011,0,0,1,0,0,0,0,0
12,260,2,1,0,95,3/17/16,17,3,2016,0,28.35977222,-81.35320833,57,20,0,0,0,3,2,0,0,37,31,2008,0,0,1,0,0,0,0,0
12,260,2,2,0,95,3/17/16,17,3,2016,0,28.35977222,-81.35320833,1,20,0,0,0,11,2,0,0,37,31,2008,0,0,1,0,0,0,0,0
12,261,1,1,0,86,3/22/16,22,3,2016,0,25.86777778,-80.38805556,19,20,0,0,0,7,4,0,1,20,22,2009,0,0,1,6,0,0,0,99
12,262,1,1,0,95,3/16/16,16,3,2016,0,28.53652778,-81.01754167,43,8,0,0,0,7,4,0,2,55,35,2015,0,0,1,39,0,0,0,0
12,262,1,2,0,95,3/16/16,16,3,2016,0,28.53652778,-81.01754167,57,8,0,0,0,7,4,0,2,55,35,2015,0,0,1,39,0,0,0,0
12,265,1,1,0,47,3/17/16,17,3,2016,0,30.57555556,-83.14638889,40,1,0,0,0,7,4,0,1,19,23,2013,0,0,1,6,0,0,0,99
12,267,2,1,0,86,3/20/16,20,3,2016,0,25.58083333,-80.40527778,49,20,0,0,0,3,15,0,0,54,421,2015,0,0,1,0,0,0,0,0
12,267,2,2,0,86,3/20/16,20,3,2016,0,25.58083333,-80.40527778,78,20,0,0,0,3,15,0,0,54,421,2015,0,0,1,0,0,0,0,0
12,269,2,1,1510,31,3/20/16,20,3,2016,0,30.38749722,-81.73346111,28,20,0,0,0,3,4,0,0,20,2,2013,0,0,1,0,0,0,0,0
12,269,3,1,1510,31,3/20/16,20,3,2016,0,30.38749722,-81.73346111,35,0,0,0,0,7,4,0,0,63,38,2010,0,0,1,0,0,0,0,0
12,271,1,1,2270,83,3/13/16,13,3,2016,0,29.18701111,-82.12056111,46,20,0,0,0,3,31,0,0,23,481,2013,0,0,1,38,0,0,0,99
12,276,1,1,0,86,1/24/16,24,1,2016,0,25.75038889,-80.31725556,79,1,0,0,0,7,4,0,1,55,35,2010,0,0,1,39,0,0,0,0
12,276,2,1,0,86,1/24/16,24,1,2016,0,25.75038889,-80.31725556,50,8,0,0,0,3,20,0,0,37,441,2008,0,0,1,0,0,0,0,0
12,277,2,1,1050,11,1/11/16,11,1,2016,0,26.15983611,-80.11667778,28,8,0,0,0,3,5,0,0,48,38,2013,0,0,1,0,0,0,0,0
12,277,2,2,1050,11,1/11/16,11,1,2016,0,26.15983611,-80.11667778,28,8,0,0,0,3,5,0,0,48,38,2013,0,0,1,0,0,0,0,0
12,277,2,3,1050,11,1/11/16,11,1,2016,0,26.15983611,-80.11667778,26,3,0,0,0,3,5,0,0,48,38,2013,0,0,1,0,0,0,0,0
12,277,2,4,1050,11,1/11/16,11,1,2016,0,26.15983611,-80.11667778,21,0,0,0,0,3,5,0,0,48,38,2013,0,0,1,0,0,0,0,0
12,278,1,1,1050,11,2/6/16,6,2,2016,0,26.13675278,-80.14421111,38,1,0,0,0,3,4,0,1,55,33,2011,0,0,1,0,0,0,0,0
12,278,2,1,1050,11,2/6/16,6,2,2016,0,26.13675278,-80.14421111,43,1,0,0,0,3,5,0,0,49,46,2015,0,0,1,0,0,0,0,0
12,278,3,1,1050,11,2/6/16,6,2,2016,0,26.13675278,-80.14421111,48,20,0,0,0,3,14,0,0,32,402,2016,0,0,1,0,0,0,0,0
12,279,1,1,2950,57,1/16/16,16,1,2016,0,27.92334444,-82.52399444,23,1,0,0,0,7,14,0,1,48,401,2011,0,0,1,0,0,0,0,99
12,282,2,1,2950,57,1/25/16,25,1,2016,0,27.9675,-82.568025,25,8,0,0,0,3,5,0,0,35,50,2014,0,0,1,0,0,0,0,0
12,284,2,1,0,105,2/23/16,23,2,2016,0,27.91638333,-81.72638611,24,1,0,0,0,3,14,0,0,63,402,2013,0,0,1,0,0,0,0,0
12,284,2,2,0,105,2/23/16,23,2,2016,0,27.91638333,-81.72638611,24,98,0,0,0,3,14,0,0,63,402,2013,0,0,1,0,0,0,0,0
12,284,2,3,0,105,2/23/16,23,2,2016,0,27.91638333,-81.72638611,1,98,0,0,0,11,14,0,0,63,402,2013,0,0,1,0,0,0,0,0
12,284,2,4,0,105,2/23/16,23,2,2016,0,27.91638333,-81.72638611,5,0,0,0,0,3,14,0,0,63,402,2013,0,0,1,0,0,0,0,0
12,295,1,1,1820,69,1/7/16,7,1,2016,0,28.80978611,-81.88793611,81,1,0,0,0,3,6,0,1,12,24,2010,0,0,1,0,0,0,0,0
12,299,1,1,0,57,2/14/16,14,2,2016,0,28.01063056,-82.30246667,18,1,0,0,0,7,21,0,0,20,461,2008,0,0,1,0,0,0,0,0
12,299,1,2,0,57,2/14/16,14,2,2016,0,28.01063056,-82.30246667,24,1,0,0,0,7,21,0,0,20,461,2008,0,0,1,0,0,0,0,0
12,299,1,3,0,57,2/14/16,14,2,2016,0,28.01063056,-82.30246667,23,1,0,0,0,7,21,0,0,20,461,2008,0,0,1,0,0,0,0,0
12,299,2,1,0,57,2/14/16,14,2,2016,0,28.01063056,-82.30246667,44,8,0,0,0,7,4,0,1,34,34,2015,0,0,1,0,0,0,0,99
12,300,1,1,0,57,3/18/16,18,3,2016,0,27.77018889,-82.334875,23,20,0,0,0,3,21,0,0,12,461,2010,0,0,1,6,0,0,0,0
12,300,1,2,0,57,3/18/16,18,3,2016,0,27.77018889,-82.334875,61,0,92,0,0,3,21,0,0,12,461,2010,0,0,1,6,0,0,0,0
12,300,3,1,0,57,3/18/16,18,3,2016,0,27.77018889,-82.334875,74,8,0,0,0,3,4,0,1,37,32,2014,0,0,1,0,0,0,0,0
12,300,3,2,0,57,3/18/16,18,3,2016,0,27.77018889,-82.334875,11,1,0,0,0,3,4,0,1,37,32,2014,0,0,1,0,0,0,0,0
12,300,4,1,0,57,3/18/16,18,3,2016,0,27.77018889,-82.334875,20,20,0,0,0,3,14,0,0,49,402,2010,0,0,1,0,0,0,0,0
12,300,5,1,0,57,3/18/16,18,3,2016,0,27.77018889,-82.334875,47,8,0,0,0,3,5,0,0,12,37,2014,0,0,1,0,0,0,0,0
12,303,1,1,0,57,1/20/16,20,1,2016,0,27.86374167,-82.38115,25,8,0,0,0,7,4,0,1,35,47,2016,0,0,1,6,0,0,0,99
12,303,1,2,0,57,1/20/16,20,1,2016,0,27.86374167,-82.38115,35,8,0,0,0,7,4,0,1,35,47,2016,0,0,1,6,0,0,0,99
12,304,1,1,0,57,3/12/16,12,3,2016,0,27.92816944,-82.33368611,31,8,0,0,0,3,14,0,1,23,402,2013,0,0,1,8,39,0,0,99
12,304,2,1,0,57,3/12/16,12,3,2016,0,27.92816944,-82.33368611,30,8,0,0,0,3,4,0,1,7,24,2013,0,0,1,0,0,0,0,0
12,304,3,1,0,57,3/12/16,12,3,2016,0,27.92816944,-82.33368611,41,20,0,0,0,3,2,0,0,20,9,2010,0,0,1,0,0,0,0,0
12,304,3,2,0,57,3/12/16,12,3,2016,0,27.92816944,-82.33368611,37,20,0,0,0,3,2,0,0,20,9,2010,0,0,1,0,0,0,0,0
12,305,1,1,0,57,3/17/16,17,3,2016,0,28.16481389,-82.26564167,48,8,0,0,0,3,14,0,1,37,402,2008,0,0,1,28,0,0,0,99
12,305,2,1,0,57,3/17/16,17,3,2016,0,28.16481389,-82.26564167,55,20,0,0,0,3,4,0,0,55,41,2012,0,0,1,0,0,0,0,0
12,305,2,2,0,57,3/17/16,17,3,2016,0,28.16481389,-82.26564167,56,20,0,0,0,3,4,0,0,55,41,2012,0,0,1,0,0,0,0,0
12,307,2,1,0,57,3/19/16,19,3,2016,0,27.92420833,-82.27086389,65,1,0,0,0,3,30,0,0,12,471,2010,0,0,1,0,0,0,0,0
12,311,1,1,1782,11,2/26/16,26,2,2016,0,26.16993889,-80.234,90,2,0,0,0,3,4,0,1,55,35,2013,0,0,1,0,0,0,0,0
12,313,1,1,2010,86,1/8/16,8,1,2016,0,25.75112222,-80.21426389,23,8,0,0,0,3,4,0,1,59,35,2011,0,0,1,6,0,0,0,0
12,315,1,1,771,11,2/21/16,21,2,2016,0,26.09958889,-80.26758056,55,1,0,0,0,99,6,0,1,67,31,2012,0,0,1,0,0,0,0,99
12,316,1,1,70,95,2/22/16,22,2,2016,0,28.65664722,-81.47278333,20,8,0,0,0,3,4,0,1,48,38,2012,0,0,1,36,0,0,0,99
12,317,1,1,2530,103,1/20/16,20,1,2016,0,27.82835,-82.70000556,70,20,0,0,0,3,4,0,0,20,37,2016,0,0,1,6,38,0,0,0
12,318,1,1,2530,103,2/29/16,29,2,2016,0,27.87893333,-82.71163056,60,99,0,0,0,99,31,0,1,12,481,2014,0,0,1,0,0,0,0,99
12,321,1,1,2260,11,1/31/16,31,1,2016,0,26.18879444,-80.13706389,33,2,0,0,0,3,4,0,0,7,26,2013,0,0,1,38,0,0,0,99
12,321,1,2,2260,11,1/31/16,31,1,2016,0,26.18879444,-80.13706389,31,2,0,0,0,3,4,0,0,7,26,2013,0,0,1,38,0,0,0,99
12,323,1,1,2219,11,2/12/16,12,2,2016,0,26.21460556,-80.22039722,23,8,0,0,0,3,4,0,1,55,36,2015,0,0,1,38,0,0,0,0
12,323,1,2,2219,11,2/12/16,12,2,2016,0,26.21460556,-80.22039722,4,8,0,0,0,3,4,0,1,55,36,2015,0,0,1,38,0,0,0,0
12,324,2,1,2570,11,3/22/16,22,3,2016,0,26.254575,-80.10030278,25,1,0,0,0,3,3,0,0,30,42,2010,0,0,1,0,0,0,0,0
12,326,1,1,1130,1,3/16/16,16,3,2016,0,29.67386944,-82.31959722,55,20,0,0,0,3,15,0,0,19,421,2015,0,0,1,38,0,0,0,99
12,328,1,1,3190,99,3/17/16,17,3,2016,0,26.74496667,-80.08953889,23,20,0,0,0,3,30,0,1,12,471,2011,0,0,1,6,0,0,0,17
12,329,2,1,2541,11,1/15/16,15,1,2016,0,26.12651389,-80.26267222,25,3,0,0,0,7,4,0,0,37,31,2013,0,0,1,0,0,0,0,0
12,335,1,1,2023,86,1/30/16,30,1,2016,0,25.93636389,-80.26919722,36,1,0,0,0,3,4,0,0,7,24,2016,0,0,1,0,0,0,0,99
12,335,2,1,2023,86,1/30/16,30,1,2016,0,25.93636389,-80.26919722,44,1,0,0,0,7,2,0,1,63,38,2011,0,0,1,0,0,0,0,0
12,337,2,1,0,86,2/6/16,6,2,2016,0,25.84058611,-80.35371389,19,8,0,0,0,3,14,0,0,63,402,2008,0,0,1,0,0,0,0,0
12,346,1,1,1823,71,2/4/16,4,2,2016,0,26.60621389,-81.61364722,63,20,0,0,0,7,5,0,2,7,25,2008,0,0,1,0,0,0,0,0
12,346,1,2,1823,71,2/4/16,4,2,2016,0,26.60621389,-81.61364722,63,20,0,0,0,7,5,0,2,7,25,2008,0,0,1,0,0,0,0,0
12,350,2,1,820,99,2/17/16,17,2,2016,0,26.44683333,-80.09250556,38,20,0,0,0,3,6,0,0,19,20,2010,0,0,1,0,0,0,0,0
12,353,1,1,2010,86,3/19/16,19,3,2016,0,25.82096667,-80.21613056,30,8,0,0,0,7,4,0,1,55,33,2014,0,0,1,6,0,0,0,99
12,355,3,1,2940,73,2/21/16,21,2,2016,0,30.4806,-84.30418333,38,1,0,0,0,3,14,0,0,12,401,2015,0,0,1,0,0,0,0,0
12,361,1,1,0,57,3/18/16,18,3,2016,0,27.75111111,-82.14583333,36,1,0,0,0,3,4,0,1,7,24,2009,0,0,1,28,0,0,0,0
12,361,3,1,0,57,3/18/16,18,3,2016,0,27.75111111,-82.14583333,36,8,0,0,0,3,14,0,1,37,404,2016,0,0,1,0,0,0,0,0
12,365,1,1,0,95,3/14/16,14,3,2016,0,28.47265278,-81.36974167,32,1,0,0,0,3,21,0,0,12,462,2015,0,0,1,0,0,0,0,0
12,365,1,2,0,95,3/14/16,14,3,2016,0,28.47265278,-81.36974167,23,1,0,0,0,3,21,0,0,12,462,2015,0,0,1,0,0,0,0,0
12,365,2,1,0,95,3/14/16,14,3,2016,0,28.47265278,-81.36974167,38,8,0,0,0,3,4,0,1,55,33,2008,0,0,1,39,0,0,0,99
12,365,2,2,0,95,3/14/16,14,3,2016,0,28.47265278,-81.36974167,9,8,0,0,0,3,4,0,1,55,33,2008,0,0,1,39,0,0,0,99
12,365,2,3,0,95,3/14/16,14,3,2016,0,28.47265278,-81.36974167,59,8,0,0,0,3,4,0,1,55,33,2008,0,0,1,39,0,0,0,99
12,365,2,4,0,95,3/14/16,14,3,2016,0,28.47265278,-81.36974167,998,8,0,0,0,3,4,0,1,55,33,2008,0,0,1,39,0,0,0,99
12,366,1,1,0,33,3/20/16,20,3,2016,0,30.31222222,-87.42666667,21,8,0,0,0,3,4,0,0,37,31,2015,0,0,1,28,0,0,0,0
12,366,1,2,0,33,3/20/16,20,3,2016,0,30.31222222,-87.42666667,21,8,0,0,0,3,4,0,0,37,31,2015,0,0,1,28,0,0,0,0
