"","casenum","statenum","vehnum","persontotal","agemin","agemax","numfatal","day","month","year","date","modelyear","make","cellphoneuse"
"690",855,6,1,1,47,47,1,9,6,2016,"06/2016",2014,63,0
"691",855,6,2,3,18,43,0,9,6,2016,"06/2016",2016,20,0
"692",860,6,3,2,61,62,0,15,4,2016,"04/2016",2016,51,0
"693",865,6,1,6,0,48,1,16,6,2016,"06/2016",2008,7,0
"694",867,6,2,5,7,34,1,4,6,2016,"06/2016",2010,18,0
"695",873,6,1,3,68,73,0,7,5,2016,"05/2016",2015,49,0
"696",879,6,1,3,55,94,1,10,3,2016,"03/2016",2011,49,0
"697",879,6,2,1,28,28,0,10,3,2016,"03/2016",2016,42,0
"698",881,6,2,2,49,49,0,17,6,2016,"06/2016",2011,37,0
"699",883,6,1,5,25,67,1,21,6,2016,"06/2016",2017,63,0
"700",923,6,1,2,18,18,0,21,2,2016,"02/2016",2016,37,0
"701",929,6,1,1,30,30,1,20,5,2016,"05/2016",2015,30,0
"702",929,6,2,1,48,48,0,20,5,2016,"05/2016",2010,37,0
"703",932,6,2,2,17,58,1,16,5,2016,"05/2016",2011,12,0
"704",932,6,3,5,3,55,0,16,5,2016,"05/2016",2013,12,0
"705",952,6,1,4,20,27,1,25,1,2016,"01/2016",2016,48,0
"706",952,6,2,2,18,22,0,25,1,2016,"01/2016",2015,49,0
"707",956,6,1,1,47,47,1,3,5,2016,"05/2016",2012,35,0
"708",956,6,3,1,70,70,1,3,5,2016,"05/2016",2012,37,0
"709",964,6,2,2,26,31,1,17,5,2016,"05/2016",2013,20,0
"710",966,6,1,4,32,75,1,27,6,2016,"06/2016",2015,12,0
"711",967,6,1,2,19,21,1,30,1,2016,"01/2016",2015,7,0
"712",978,6,1,2,33,38,0,5,3,2016,"03/2016",2015,20,0
"713",989,6,1,3,52,86,1,2,7,2016,"07/2016",2016,37,0
"714",989,6,2,4,19,24,0,2,7,2016,"07/2016",2013,12,0
"715",989,6,3,4,21,23,0,2,7,2016,"07/2016",2008,2,0
"716",999,6,3,2,22,28,0,9,7,2016,"07/2016",2008,49,0
"717",1000,6,1,3,18,37,0,12,7,2016,"07/2016",2016,7,0
"718",1022,6,1,2,3,32,0,25,4,2016,"04/2016",2014,6,0
"719",1025,6,1,2,23,25,1,9,6,2016,"06/2016",2013,20,0
"720",1027,6,1,2,28,53,0,30,4,2016,"04/2016",2015,7,0
"721",1029,6,1,2,56,59,1,27,4,2016,"04/2016",2008,34,0
"722",1029,6,2,1,22,22,0,27,4,2016,"04/2016",2012,2,0
"723",1042,6,1,2,30,36,1,8,5,2016,"05/2016",2011,53,0
"724",1045,6,1,3,6,36,0,21,5,2016,"05/2016",2010,7,0
"725",1061,6,1,1,31,31,1,20,5,2016,"05/2016",2014,20,0
"726",1061,6,3,1,33,33,0,20,5,2016,"05/2016",2013,7,0
"727",1063,6,2,4,26,27,0,29,4,2016,"04/2016",2012,55,0
"728",1075,6,1,1,28,28,0,9,4,2016,"04/2016",2015,34,0
"729",1075,6,2,1,35,35,1,9,4,2016,"04/2016",2016,37,0
"730",1094,6,1,11,14,19,1,22,5,2016,"05/2016",2012,2,0
"731",1096,6,1,2,29,36,1,22,5,2016,"05/2016",2008,23,0
"732",1102,6,1,2,20,20,1,14,1,2016,"01/2016",2014,37,0
"733",1102,6,2,1,23,23,0,14,1,2016,"01/2016",2012,55,0
"734",1106,6,1,2,19,20,0,13,5,2016,"05/2016",2016,12,0
"735",1115,6,2,3,0,30,0,30,6,2016,"06/2016",2010,41,0
"736",1117,6,1,3,54,77,1,9,7,2016,"07/2016",2013,35,0
"737",1132,6,2,2,34,40,0,26,6,2016,"06/2016",2009,35,0
"738",1137,6,1,2,29,30,1,9,7,2016,"07/2016",2014,49,0
"739",1147,6,2,3,52,92,0,16,4,2016,"04/2016",2016,63,0
"740",1161,6,1,2,26,29,0,6,8,2016,"08/2016",2015,30,0
"741",1167,6,1,3,9,81,1,3,8,2016,"08/2016",2015,20,0
"742",1167,6,2,4,4,44,0,3,8,2016,"08/2016",2008,12,0
"743",1170,6,1,2,63,68,0,16,4,2016,"04/2016",2016,13,0
"744",1184,6,1,4,3,38,1,17,7,2016,"07/2016",2009,35,0
"745",1185,6,1,2,71,71,2,16,7,2016,"07/2016",2008,12,0
"746",1185,6,2,2,18,19,0,16,7,2016,"07/2016",2015,37,0
"747",1193,6,3,3,26,53,0,15,7,2016,"07/2016",2012,2,0
"748",1193,6,5,2,36,67,0,15,7,2016,"07/2016",2015,55,0
"749",1195,6,1,1,92,92,1,21,7,2016,"07/2016",2016,12,0
"750",1195,6,5,1,58,58,0,21,7,2016,"07/2016",2008,12,0
"751",1196,6,1,2,33,56,0,9,6,2016,"06/2016",2012,12,0
"752",1197,6,2,1,34,34,0,20,2,2016,"02/2016",2015,49,0
"753",1197,6,3,4,19,32,0,20,2,2016,"02/2016",2014,12,0
"754",1212,6,2,4,19,29,0,24,6,2016,"06/2016",2016,2,0
"755",1216,6,1,3,1,37,0,12,2,2016,"02/2016",2013,35,0
"756",1216,6,2,1,19,19,0,12,2,2016,"02/2016",2015,37,0
"757",1222,6,5,1,53,53,0,27,4,2016,"04/2016",2015,35,0
"758",1222,6,6,3,39,44,0,27,4,2016,"04/2016",2008,41,0
"759",1231,6,1,1,19,19,0,9,5,2016,"05/2016",2010,34,0
"760",1231,6,2,1,49,49,1,9,5,2016,"05/2016",2013,54,0
"761",1235,6,1,4,22,31,1,7,2,2016,"02/2016",2008,59,0
"762",1239,6,1,3,26,35,0,31,5,2016,"05/2016",2014,20,0
"763",1239,6,2,1,66,66,1,31,5,2016,"05/2016",2009,49,0
"764",1244,6,2,4,63,68,0,9,7,2016,"07/2016",2016,7,0
"765",1244,6,3,3,35,49,0,9,7,2016,"07/2016",2008,12,0
"766",1246,6,2,3,2,33,0,5,7,2016,"07/2016",2015,35,0
"767",1246,6,3,1,58,58,0,5,7,2016,"07/2016",2011,49,0
"768",1251,6,2,3,3,25,1,17,3,2016,"03/2016",2015,49,0
"769",1252,6,2,2,19,68,0,13,8,2016,"08/2016",2012,37,0
"770",1258,6,1,4,2,41,0,18,2,2016,"02/2016",2015,20,0
"771",1262,6,1,2,38,39,0,12,7,2016,"07/2016",2015,2,0
"772",1271,6,1,2,30,30,0,2,8,2016,"08/2016",2010,7,0
"773",1271,6,2,1,81,81,1,2,8,2016,"08/2016",2010,49,0
"774",1283,6,1,3,23,31,3,6,2,2016,"02/2016",2014,20,0
"775",1283,6,2,1,64,64,0,6,2,2016,"02/2016",2013,12,0
"776",1284,6,1,2,29,29,0,23,6,2016,"06/2016",2016,34,0
"777",1284,6,2,1,48,48,1,23,6,2016,"06/2016",2016,49,0
"778",1285,6,1,2,29,35,0,21,6,2016,"06/2016",2012,55,0
"779",1286,6,1,1,21,21,0,21,6,2016,"06/2016",2016,37,0
"780",1286,6,2,2,28,30,2,21,6,2016,"06/2016",2008,49,0
"781",1302,6,2,3,19,54,0,10,6,2016,"06/2016",2015,41,0
"782",1303,6,1,4,2,31,0,10,6,2016,"06/2016",2008,48,0
"783",1303,6,2,2,20,24,0,10,6,2016,"06/2016",2010,12,0
"784",1318,6,1,2,44,47,0,14,4,2016,"04/2016",2008,12,0
"785",1318,6,3,2,36,37,0,14,4,2016,"04/2016",2013,12,0
"786",1318,6,5,2,18,18,0,14,4,2016,"04/2016",2011,20,0
"787",1324,6,1,2,20,20,0,23,7,2016,"07/2016",2008,20,0
"788",1324,6,2,2,77,79,1,23,7,2016,"07/2016",2008,20,0
"789",1339,6,3,4,1,33,0,8,7,2016,"07/2016",2016,12,0
"790",1340,6,1,2,34,67,2,8,7,2016,"07/2016",2015,49,0
"791",1340,6,2,2,25,56,0,8,7,2016,"07/2016",2011,23,0
"792",1345,6,1,1,19,19,0,20,3,2016,"03/2016",2014,6,0
"793",1345,6,2,2,50,58,1,20,3,2016,"03/2016",2009,20,0
"794",1346,6,1,3,19,19,2,3,6,2016,"06/2016",2016,63,0
"795",1348,6,3,2,44,55,0,30,7,2016,"07/2016",2010,37,0
"796",1362,6,1,2,17,20,0,4,6,2016,"06/2016",2012,37,0
"797",1362,6,4,1,28,28,0,4,6,2016,"06/2016",2009,37,0
"798",1366,6,1,3,0,51,1,1,5,2016,"05/2016",2015,45,0
"799",1369,6,2,2,73,81,1,3,8,2016,"08/2016",2012,69,0
"800",1380,6,1,3,18,23,1,19,5,2016,"05/2016",2012,49,0
"801",1380,6,2,1,55,55,0,19,5,2016,"05/2016",2012,32,0
"802",1400,6,1,3,24,26,3,21,5,2016,"05/2016",2014,37,0
"803",1401,6,1,2,26,34,0,15,3,2016,"03/2016",2009,49,0
"804",1413,6,1,5,25,46,0,1,3,2016,"03/2016",2015,35,0
"805",1415,6,1,3,25,28,1,5,9,2016,"09/2016",2012,12,0
"806",1429,6,1,2,38,68,1,8,6,2016,"06/2016",2014,42,0
"807",1429,6,2,2,45,77,0,8,6,2016,"06/2016",2008,49,0
"808",1434,6,1,3,4,30,1,6,3,2016,"03/2016",2010,12,0
"809",1435,6,1,7,6,34,0,24,2,2016,"02/2016",2009,12,0
"810",1440,6,1,2,3,51,1,4,6,2016,"06/2016",2014,37,0
"811",1446,6,2,5,12,41,0,24,6,2016,"06/2016",2011,23,0
"812",1452,6,1,2,20,23,2,16,6,2016,"06/2016",2016,67,0
"813",1460,6,1,4,4,33,0,14,8,2016,"08/2016",2015,7,0
"814",1461,6,2,4,15,69,0,24,7,2016,"07/2016",2016,35,0
"815",1461,6,3,3,14,45,0,24,7,2016,"07/2016",2011,12,0
"816",1463,6,3,3,25,58,0,8,4,2016,"04/2016",2016,49,0
"817",1466,6,2,1,37,37,1,11,4,2016,"04/2016",2013,12,0
"818",1466,6,4,2,4,40,0,11,4,2016,"04/2016",2012,37,0
"819",1466,6,5,2,10,38,0,11,4,2016,"04/2016",2016,23,0
"820",1468,6,1,4,0,25,1,12,8,2016,"08/2016",2008,37,0
"821",1468,6,2,1,25,25,0,12,8,2016,"08/2016",2016,23,0
"822",1473,6,2,2,69,74,0,10,8,2016,"08/2016",2012,23,0
"823",1473,6,3,1,41,41,0,10,8,2016,"08/2016",2012,63,0
"824",1474,6,1,3,4,32,2,23,8,2016,"08/2016",2009,12,0
"825",1489,6,1,2,27,29,1,18,9,2016,"09/2016",2016,58,0
"826",1491,6,2,1,50,50,1,13,9,2016,"09/2016",2008,12,0
"827",1491,6,3,1,66,66,0,13,9,2016,"09/2016",2012,12,0
"828",1506,6,1,2,33,34,1,10,7,2016,"07/2016",2013,63,0
"829",1512,6,2,4,25,76,0,16,7,2016,"07/2016",2015,20,0
"830",1513,6,1,4,4,43,1,28,5,2016,"05/2016",2016,7,0
"831",1520,6,2,5,9,57,0,11,8,2016,"08/2016",2013,18,0
"832",1521,6,1,1,36,36,0,15,8,2016,"08/2016",2013,20,0
"833",1521,6,2,3,10,49,1,15,8,2016,"08/2016",2015,29,0
"834",1521,6,3,3,24,28,0,15,8,2016,"08/2016",2012,37,0
"835",1535,6,1,4,20,26,2,29,7,2016,"07/2016",2017,48,0
"836",1546,6,2,2,54,58,0,12,8,2016,"08/2016",2016,7,0
"837",1556,6,1,2,23,28,1,7,4,2016,"04/2016",2015,12,0
"838",1557,6,1,4,2,37,3,19,6,2016,"06/2016",2016,12,0
"839",1557,6,2,1,61,61,0,19,6,2016,"06/2016",2013,37,0
