"","casenum","statenum","vehnum","pnum","age","numfatal","day","month","year","date","modelyear","make","cellphoneuse","dup"
"352",645,1,1,1,37,1,2,10,2016,"10/2016",2010,20,0,"no"
"353",646,1,2,1,40,0,3,10,2016,"10/2016",2014,35,0,"yes"
"354",646,1,2,2,19,0,3,10,2016,"10/2016",2014,35,0,"yes"
"355",653,1,3,1,28,0,7,10,2016,"10/2016",2008,20,0,"no"
"356",665,1,1,1,21,0,10,10,2016,"10/2016",2009,20,0,"yes"
"357",665,1,1,2,45,0,10,10,2016,"10/2016",2009,20,0,"yes"
"358",678,1,1,1,36,1,17,10,2016,"10/2016",2016,35,0,"no"
"359",687,1,1,1,42,1,21,10,2016,"10/2016",2014,6,0,"no"
"360",688,1,1,1,69,1,24,10,2016,"10/2016",2015,23,0,"no"
"361",689,1,1,1,50,1,8,11,2016,"11/2016",2011,23,0,"no"
"362",696,1,1,1,48,1,22,11,2016,"11/2016",2016,49,0,"no"
"363",698,1,2,1,51,1,25,11,2016,"11/2016",2008,63,0,"no"
"364",707,1,2,1,57,0,9,10,2016,"10/2016",2009,20,0,"yes"
"365",707,1,3,1,53,0,9,10,2016,"10/2016",2012,20,0,"yes"
"366",711,1,2,1,52,0,15,10,2016,"10/2016",2013,42,0,"yes"
"367",711,1,2,2,11,0,15,10,2016,"10/2016",2013,42,0,"yes"
"368",711,1,2,3,13,0,15,10,2016,"10/2016",2013,42,0,"yes"
"369",712,1,2,1,49,0,16,10,2016,"10/2016",2010,35,0,"no"
"370",713,1,1,1,74,1,16,10,2016,"10/2016",2014,30,0,"no"
"371",719,1,1,1,46,1,24,10,2016,"10/2016",2014,34,0,"no"
"372",723,1,1,1,60,1,25,10,2016,"10/2016",2008,2,0,"no"
"373",725,1,1,1,76,1,26,10,2016,"10/2016",2014,35,0,"no"
"374",739,1,2,1,36,0,31,10,2016,"10/2016",2011,12,0,"yes"
"375",739,1,2,2,14,0,31,10,2016,"10/2016",2011,12,0,"yes"
"376",746,1,1,1,85,0,3,11,2016,"11/2016",2008,12,0,"no"
"377",750,1,1,1,26,0,4,11,2016,"11/2016",2009,35,0,"no"
"378",753,1,1,1,32,0,5,11,2016,"11/2016",2012,35,0,"yes"
"379",753,1,1,2,9,0,5,11,2016,"11/2016",2012,35,0,"yes"
"380",753,1,2,1,62,1,5,11,2016,"11/2016",2008,13,0,"yes"
"381",755,1,1,1,25,0,6,11,2016,"11/2016",2008,14,0,"no"
"382",757,1,2,1,68,0,7,11,2016,"11/2016",2013,49,0,"yes"
"383",757,1,2,2,69,0,7,11,2016,"11/2016",2013,49,0,"yes"
"384",762,1,2,1,45,1,10,11,2016,"11/2016",2014,20,0,"yes"
"385",762,1,2,2,12,1,10,11,2016,"11/2016",2014,20,0,"yes"
"386",762,1,3,1,61,0,10,11,2016,"11/2016",2016,41,0,"yes"
"387",762,1,4,1,41,0,10,11,2016,"11/2016",2009,12,0,"yes"
"388",762,1,5,1,43,0,10,11,2016,"11/2016",2012,12,0,"yes"
"389",762,1,6,1,28,0,10,11,2016,"11/2016",2016,49,0,"yes"
"390",764,1,1,1,35,0,11,11,2016,"11/2016",2009,35,0,"yes"
"391",764,1,2,1,45,1,11,11,2016,"11/2016",2016,37,0,"yes"
"392",771,1,1,1,18,1,14,11,2016,"11/2016",2009,37,0,"no"
"393",773,1,2,1,66,0,16,11,2016,"11/2016",2013,20,0,"no"
"394",774,1,2,1,32,0,16,11,2016,"11/2016",2013,12,0,"no"
"395",776,1,1,1,37,1,18,11,2016,"11/2016",2014,12,0,"no"
"396",782,1,1,1,36,1,23,11,2016,"11/2016",2008,59,0,"yes"
"397",782,1,1,2,37,1,23,11,2016,"11/2016",2008,59,0,"yes"
"398",784,1,1,1,62,1,24,11,2016,"11/2016",2016,7,0,"no"
"399",785,1,1,1,16,1,26,11,2016,"11/2016",2008,20,0,"no"
"400",787,1,2,1,34,0,22,12,2016,"12/2016",2013,12,0,"no"
"401",793,1,1,1,44,1,13,7,2016,"07/2016",2012,20,0,"yes"
"402",793,1,1,2,13,1,13,7,2016,"07/2016",2012,20,0,"yes"
"403",800,1,1,1,43,1,20,11,2016,"11/2016",2013,2,0,"no"
"404",805,1,1,1,31,1,27,11,2016,"11/2016",2011,20,0,"no"
"405",807,1,1,1,23,1,28,11,2016,"11/2016",2008,23,0,"yes"
"406",807,1,2,1,36,0,28,11,2016,"11/2016",2016,12,0,"yes"
"407",815,1,2,1,26,0,30,11,2016,"11/2016",2014,49,0,"no"
"408",817,1,1,1,34,1,30,11,2016,"11/2016",2009,7,0,"no"
"409",818,1,2,1,44,0,1,12,2016,"12/2016",2008,20,0,"no"
"410",820,1,1,1,37,1,2,12,2016,"12/2016",2009,20,0,"no"
"411",824,1,1,1,16,1,4,12,2016,"12/2016",2010,14,1,"no"
"412",826,1,2,1,40,0,4,12,2016,"12/2016",2011,7,0,"no"
"413",830,1,1,1,77,0,24,6,2016,"06/2016",2008,12,0,"yes"
"414",830,1,2,1,86,1,24,6,2016,"06/2016",2016,55,0,"yes"
"415",831,1,1,1,20,1,12,6,2016,"06/2016",2008,37,1,"yes"
"416",831,1,3,1,42,0,12,6,2016,"06/2016",2014,23,0,"yes"
"417",831,1,3,2,10,0,12,6,2016,"06/2016",2014,23,0,"yes"
"418",832,1,2,1,18,0,4,6,2016,"06/2016",2008,35,0,"yes"
"419",832,1,2,2,18,0,4,6,2016,"06/2016",2008,35,0,"yes"
"420",832,1,2,3,18,0,4,6,2016,"06/2016",2008,35,0,"yes"
"421",832,1,2,4,18,0,4,6,2016,"06/2016",2008,35,0,"yes"
"422",833,1,1,1,59,0,6,6,2016,"06/2016",2015,6,0,"yes"
"423",833,1,2,1,37,2,6,6,2016,"06/2016",2016,12,0,"yes"
"424",833,1,2,2,25,2,6,6,2016,"06/2016",2016,12,0,"yes"
"425",833,1,2,3,12,2,6,6,2016,"06/2016",2016,12,0,"yes"
"426",833,1,2,4,11,2,6,6,2016,"06/2016",2016,12,0,"yes"
"427",835,1,1,1,45,0,15,6,2016,"06/2016",2015,7,0,"no"
"428",841,1,1,1,57,0,7,12,2016,"12/2016",2012,7,0,"no"
"429",842,1,1,1,35,1,10,12,2016,"12/2016",2016,49,0,"no"
"430",843,1,1,1,38,0,10,12,2016,"12/2016",2011,23,0,"no"
"431",844,1,1,1,52,0,16,12,2016,"12/2016",2010,2,0,"no"
"432",849,1,1,1,48,1,9,12,2016,"12/2016",2016,6,0,"no"
"433",852,1,1,1,31,1,11,12,2016,"12/2016",2013,63,0,"no"
"434",854,1,1,1,37,1,12,12,2016,"12/2016",2016,35,0,"no"
"435",857,1,1,1,44,5,13,12,2016,"12/2016",2008,24,0,"yes"
"436",857,1,1,2,27,5,13,12,2016,"12/2016",2008,24,0,"yes"
"437",857,1,1,3,55,5,13,12,2016,"12/2016",2008,24,0,"yes"
"438",857,1,1,4,41,5,13,12,2016,"12/2016",2008,24,0,"yes"
"439",857,1,1,5,21,5,13,12,2016,"12/2016",2008,24,0,"yes"
"440",857,1,1,6,47,5,13,12,2016,"12/2016",2008,24,0,"yes"
"441",857,1,1,7,42,5,13,12,2016,"12/2016",2008,24,0,"yes"
"442",858,1,1,1,44,1,14,12,2016,"12/2016",2011,20,0,"no"
"443",859,1,1,1,42,0,15,12,2016,"12/2016",2014,12,0,"no"
"444",860,1,1,1,25,1,15,12,2016,"12/2016",2013,6,0,"yes"
"445",860,1,2,1,51,0,15,12,2016,"12/2016",2014,7,0,"yes"
"446",860,1,2,2,25,0,15,12,2016,"12/2016",2014,7,0,"yes"
"447",862,1,2,1,62,0,17,12,2016,"12/2016",2009,7,0,"yes"
"448",862,1,2,2,66,0,17,12,2016,"12/2016",2009,7,0,"yes"
"449",863,1,1,1,33,1,17,12,2016,"12/2016",2013,7,0,"no"
"450",864,1,1,1,37,0,18,12,2016,"12/2016",2008,30,0,"yes"
"451",864,1,3,1,68,0,18,12,2016,"12/2016",2015,6,0,"yes"
"452",864,1,3,2,78,0,18,12,2016,"12/2016",2015,6,0,"yes"
"453",869,1,1,1,16,1,21,12,2016,"12/2016",2014,2,0,"no"
"454",870,1,1,1,44,1,21,12,2016,"12/2016",2008,6,0,"yes"
"455",870,1,1,2,11,1,21,12,2016,"12/2016",2008,6,0,"yes"
"456",870,1,1,3,17,1,21,12,2016,"12/2016",2008,6,0,"yes"
"457",870,1,1,4,38,1,21,12,2016,"12/2016",2008,6,0,"yes"
"458",871,1,1,1,35,0,22,12,2016,"12/2016",2008,20,0,"no"
"459",873,1,2,1,52,0,22,12,2016,"12/2016",2010,12,0,"yes"
"460",873,1,2,2,53,0,22,12,2016,"12/2016",2010,12,0,"yes"
"461",875,1,1,1,29,1,24,12,2016,"12/2016",2009,49,0,"no"
"462",877,1,1,1,42,0,23,12,2016,"12/2016",2016,63,0,"no"
"463",878,1,3,1,57,0,23,12,2016,"12/2016",2014,7,0,"yes"
"464",878,1,3,2,33,0,23,12,2016,"12/2016",2014,7,0,"yes"
"465",878,1,3,3,58,0,23,12,2016,"12/2016",2014,7,0,"yes"
"466",878,1,3,4,4,0,23,12,2016,"12/2016",2014,7,0,"yes"
"467",880,1,1,1,28,1,24,12,2016,"12/2016",2013,55,0,"no"
"468",884,1,1,1,80,1,25,12,2016,"12/2016",2017,52,0,"yes"
"469",884,1,2,1,27,0,25,12,2016,"12/2016",2009,34,0,"yes"
"470",885,1,1,1,54,1,25,12,2016,"12/2016",2013,49,0,"yes"
"471",885,1,1,2,3,1,25,12,2016,"12/2016",2013,49,0,"yes"
"472",890,1,1,1,68,1,27,12,2016,"12/2016",2010,19,0,"yes"
"473",890,1,1,2,73,1,27,12,2016,"12/2016",2010,19,0,"yes"
"474",890,1,3,1,29,0,27,12,2016,"12/2016",2013,20,0,"yes"
"475",890,1,3,2,2,0,27,12,2016,"12/2016",2013,20,0,"yes"
"476",890,1,3,3,0,0,27,12,2016,"12/2016",2013,20,0,"yes"
"477",891,1,1,1,66,1,28,12,2016,"12/2016",2009,20,0,"no"
"478",898,1,1,1,75,0,16,7,2016,"07/2016",2016,20,0,"yes"
"479",898,1,2,1,38,4,16,7,2016,"07/2016",2014,12,0,"yes"
"480",898,1,2,2,51,4,16,7,2016,"07/2016",2014,12,0,"yes"
"481",898,1,2,3,73,4,16,7,2016,"07/2016",2014,12,0,"yes"
"482",898,1,2,4,78,4,16,7,2016,"07/2016",2014,12,0,"yes"
"483",898,1,2,5,44,4,16,7,2016,"07/2016",2014,12,0,"yes"
"484",898,1,2,6,7,4,16,7,2016,"07/2016",2014,12,0,"yes"
"485",898,1,2,7,73,4,16,7,2016,"07/2016",2014,12,0,"yes"
"486",898,1,2,8,13,4,16,7,2016,"07/2016",2014,12,0,"yes"
"487",898,1,2,9,1,4,16,7,2016,"07/2016",2014,12,0,"yes"
"488",901,1,1,1,18,2,5,7,2016,"07/2016",2013,63,0,"yes"
"489",901,1,1,2,14,2,5,7,2016,"07/2016",2013,63,0,"yes"
"490",901,1,1,3,15,2,5,7,2016,"07/2016",2013,63,0,"yes"
"491",901,1,1,4,14,2,5,7,2016,"07/2016",2013,63,0,"yes"
"492",905,1,1,1,25,0,28,8,2016,"08/2016",2012,37,0,"no"
"493",913,1,1,1,64,1,6,8,2016,"08/2016",2015,59,0,"yes"
"494",913,1,2,1,26,1,6,8,2016,"08/2016",2017,12,0,"yes"
"495",913,1,2,3,2,1,6,8,2016,"08/2016",2017,12,0,"yes"
"496",913,1,2,4,2,1,6,8,2016,"08/2016",2017,12,0,"yes"
"497",913,1,2,5,21,1,6,8,2016,"08/2016",2017,12,0,"yes"
"498",914,1,2,1,17,0,5,8,2016,"08/2016",2014,35,0,"yes"
"499",914,1,2,2,17,0,5,8,2016,"08/2016",2014,35,0,"yes"
"500",915,1,2,1,17,1,16,12,2016,"12/2016",2009,35,0,"no"
"501",918,1,2,1,70,1,27,12,2016,"12/2016",2012,37,0,"yes"
"502",918,1,2,2,69,1,27,12,2016,"12/2016",2012,37,0,"yes"
"503",918,1,2,3,6,1,27,12,2016,"12/2016",2012,37,0,"yes"
"504",918,1,3,1,20,0,27,12,2016,"12/2016",2016,12,0,"yes"
"505",918,1,3,2,27,0,27,12,2016,"12/2016",2016,12,0,"yes"
"506",918,1,4,1,20,0,27,12,2016,"12/2016",2010,49,0,"yes"
"507",918,1,4,2,25,0,27,12,2016,"12/2016",2010,49,0,"yes"
"508",918,1,5,1,55,0,27,12,2016,"12/2016",2016,37,0,"yes"
"509",919,1,1,1,45,1,30,12,2016,"12/2016",2012,12,0,"no"
"510",920,1,1,1,66,1,31,12,2016,"12/2016",2016,63,0,"no"
"511",922,1,1,1,28,0,4,8,2016,"08/2016",2008,35,0,"no"
"512",924,1,2,1,52,0,8,8,2016,"08/2016",2014,7,0,"yes"
"513",924,1,4,1,47,0,8,8,2016,"08/2016",2017,63,0,"yes"
"514",924,1,4,2,23,0,8,8,2016,"08/2016",2017,63,0,"yes"
"515",924,1,4,3,26,0,8,8,2016,"08/2016",2017,63,0,"yes"
"516",924,1,4,4,1,0,8,8,2016,"08/2016",2017,63,0,"yes"
"517",924,1,4,5,11,0,8,8,2016,"08/2016",2017,63,0,"yes"
"518",924,1,4,6,5,0,8,8,2016,"08/2016",2017,63,0,"yes"
"519",924,1,4,7,1,0,8,8,2016,"08/2016",2017,63,0,"yes"
"520",925,1,1,1,33,1,7,8,2016,"08/2016",2012,12,0,"yes"
"521",925,1,1,2,24,1,7,8,2016,"08/2016",2012,12,0,"yes"
"522",925,1,1,3,15,1,7,8,2016,"08/2016",2012,12,0,"yes"
"523",925,1,1,4,10,1,7,8,2016,"08/2016",2012,12,0,"yes"
"524",928,1,1,1,29,0,10,12,2016,"12/2016",2012,55,0,"yes"
"525",928,1,2,1,19,0,10,12,2016,"12/2016",2009,49,0,"yes"
"526",928,1,2,2,19,0,10,12,2016,"12/2016",2009,49,0,"yes"
"527",928,1,2,3,19,0,10,12,2016,"12/2016",2009,49,0,"yes"
"528",928,1,2,4,20,0,10,12,2016,"12/2016",2009,49,0,"yes"
"529",929,1,1,1,63,1,10,12,2016,"12/2016",2014,49,0,"no"
"530",934,1,1,1,40,1,23,10,2016,"10/2016",2009,20,0,"no"
"531",935,1,1,1,28,0,22,10,2016,"10/2016",2010,7,0,"yes"
"532",935,1,2,1,52,1,22,10,2016,"10/2016",2016,37,0,"yes"
"533",938,1,1,1,53,0,23,11,2016,"11/2016",2016,34,0,"no"
"534",941,1,2,1,48,0,17,9,2016,"09/2016",2016,20,0,"yes"
"535",941,1,2,2,30,0,17,9,2016,"09/2016",2016,20,0,"yes"
"536",941,1,2,3,33,0,17,9,2016,"09/2016",2016,20,0,"yes"
"537",945,1,2,1,51,0,22,10,2016,"10/2016",2015,35,0,"no"
"538",946,1,2,1,46,0,2,1,2016,"01/2016",2011,7,0,"no"
"539",951,1,1,1,21,1,31,1,2016,"01/2016",2010,37,0,"yes"
"540",951,1,1,2,20,1,31,1,2016,"01/2016",2010,37,0,"yes"
"541",952,1,1,1,62,0,2,2,2016,"02/2016",2008,20,0,"yes"
"542",952,1,2,1,67,1,2,2,2016,"02/2016",2011,35,0,"yes"
"543",955,1,1,1,36,1,5,3,2016,"03/2016",2008,14,0,"yes"
"544",955,1,1,2,27,1,5,3,2016,"03/2016",2008,14,0,"yes"
"545",966,1,1,1,25,1,8,5,2016,"05/2016",2015,20,0,"yes"
"546",966,1,1,2,16,1,8,5,2016,"05/2016",2015,20,0,"yes"
"547",970,1,1,1,61,1,29,5,2016,"05/2016",2011,63,0,"no"
"548",973,1,1,1,67,0,9,6,2016,"06/2016",2015,20,0,"yes"
"549",973,1,1,2,58,0,9,6,2016,"06/2016",2015,20,0,"yes"
"550",974,1,2,1,68,1,15,6,2016,"06/2016",2009,49,0,"yes"
"551",974,1,2,2,69,1,15,6,2016,"06/2016",2009,49,0,"yes"
"552",976,1,1,1,25,0,13,7,2016,"07/2016",2010,12,0,"no"
"553",980,1,1,1,34,0,23,8,2016,"08/2016",2008,49,0,"no"
"554",982,1,1,1,17,0,7,9,2016,"09/2016",2014,49,0,"no"
"555",986,1,1,1,18,0,22,10,2016,"10/2016",2012,20,0,"no"
"556",987,1,2,1,17,1,21,12,2016,"12/2016",2012,23,0,"no"
"557",1,2,2,1,57,1,1,1,2016,"01/2016",2010,49,0,"no"
"558",5,2,2,1,59,0,25,1,2016,"01/2016",2013,20,0,"no"
"559",9,2,1,1,72,0,12,2,2016,"02/2016",2010,49,0,"no"
"560",10,2,1,1,22,1,29,2,2016,"02/2016",2009,30,0,"yes"
"561",10,2,2,1,46,0,29,2,2016,"02/2016",2015,20,0,"yes"
"562",12,2,5,1,34,0,20,4,2016,"04/2016",2014,12,0,"no"
"563",13,2,1,1,66,1,22,4,2016,"04/2016",2016,2,0,"no"
"564",16,2,1,1,30,0,6,4,2016,"04/2016",2014,48,0,"no"
"565",26,2,1,1,28,3,14,6,2016,"06/2016",2010,20,0,"yes"
"566",26,2,1,2,43,3,14,6,2016,"06/2016",2010,20,0,"yes"
"567",26,2,1,3,57,3,14,6,2016,"06/2016",2010,20,0,"yes"
"568",26,2,1,4,32,3,14,6,2016,"06/2016",2010,20,0,"yes"
"569",26,2,1,5,66,3,14,6,2016,"06/2016",2010,20,0,"yes"
"570",26,2,1,6,31,3,14,6,2016,"06/2016",2010,20,0,"yes"
"571",26,2,1,7,24,3,14,6,2016,"06/2016",2010,20,0,"yes"
"572",26,2,1,8,51,3,14,6,2016,"06/2016",2010,20,0,"yes"
"573",26,2,1,9,54,3,14,6,2016,"06/2016",2010,20,0,"yes"
"574",26,2,1,10,48,3,14,6,2016,"06/2016",2010,20,0,"yes"
"575",31,2,1,1,40,0,30,6,2016,"06/2016",2010,12,0,"no"
"576",40,2,2,1,37,0,18,7,2016,"07/2016",2011,12,0,"no"
"577",50,2,1,1,32,1,22,8,2016,"08/2016",2015,6,0,"no"
"578",54,2,1,1,24,1,25,9,2016,"09/2016",2011,7,0,"yes"
"579",54,2,1,2,25,1,25,9,2016,"09/2016",2011,7,0,"yes"
"580",54,2,1,3,24,1,25,9,2016,"09/2016",2011,7,0,"yes"
"581",55,2,2,1,88,1,25,9,2016,"09/2016",2015,12,0,"yes"
"582",55,2,2,2,91,1,25,9,2016,"09/2016",2015,12,0,"yes"
"583",55,2,2,3,78,1,25,9,2016,"09/2016",2015,12,0,"yes"
"584",60,2,1,1,26,1,22,10,2016,"10/2016",2008,23,0,"no"
"585",62,2,2,1,33,1,29,10,2016,"10/2016",2014,49,0,"no"
"586",68,2,3,1,38,0,11,10,2016,"10/2016",2012,23,0,"no"
"587",69,2,2,1,24,1,16,11,2016,"11/2016",2008,12,0,"no"
"588",70,2,1,1,44,0,20,11,2016,"11/2016",2008,51,0,"yes"
"589",70,2,2,1,73,1,20,11,2016,"11/2016",2015,23,0,"yes"
"590",70,2,2,2,72,1,20,11,2016,"11/2016",2015,23,0,"yes"
"591",77,2,1,1,33,1,23,12,2016,"12/2016",2009,12,0,"yes"
"592",77,2,1,2,8,1,23,12,2016,"12/2016",2009,12,0,"yes"
"593",3,4,1,1,18,1,3,1,2016,"01/2016",2015,37,0,"yes"
"594",3,4,1,2,41,1,3,1,2016,"01/2016",2015,37,0,"yes"
"595",3,4,1,3,38,1,3,1,2016,"01/2016",2015,37,0,"yes"
"596",3,4,1,4,0,1,3,1,2016,"01/2016",2015,37,0,"yes"
"597",3,4,1,5,13,1,3,1,2016,"01/2016",2015,37,0,"yes"
"598",3,4,1,6,35,1,3,1,2016,"01/2016",2015,37,0,"yes"
"599",5,4,2,1,32,1,10,1,2016,"01/2016",2015,49,0,"no"
"600",6,4,1,1,34,0,9,1,2016,"01/2016",2008,34,0,"yes"
"601",6,4,1,2,45,0,9,1,2016,"01/2016",2008,34,0,"yes"
"602",12,4,1,1,19,1,17,1,2016,"01/2016",2016,63,0,"yes"
"603",12,4,1,2,24,1,17,1,2016,"01/2016",2016,63,0,"yes"
"604",13,4,1,1,30,0,18,1,2016,"01/2016",2008,34,0,"yes"
"605",13,4,1,2,24,0,18,1,2016,"01/2016",2008,34,0,"yes"
"606",13,4,2,1,20,1,18,1,2016,"01/2016",2011,63,0,"yes"
"607",13,4,2,2,18,1,18,1,2016,"01/2016",2011,63,0,"yes"
"608",14,4,1,1,36,0,19,1,2016,"01/2016",2013,12,0,"no"
"609",15,4,1,1,30,0,22,1,2016,"01/2016",2008,20,0,"yes"
"610",15,4,1,2,30,0,22,1,2016,"01/2016",2008,20,0,"yes"
"611",17,4,1,1,66,0,23,1,2016,"01/2016",2013,55,0,"no"
"612",21,4,1,1,33,1,25,1,2016,"01/2016",2009,20,0,"yes"
"613",21,4,1,2,13,1,25,1,2016,"01/2016",2009,20,0,"yes"
"614",21,4,1,3,31,1,25,1,2016,"01/2016",2009,20,0,"yes"
"615",28,4,2,1,28,0,14,1,2016,"01/2016",2011,12,0,"no"
"616",31,4,2,1,34,0,16,1,2016,"01/2016",2014,12,0,"no"
"617",32,4,1,1,41,1,15,1,2016,"01/2016",2012,12,0,"yes"
"618",32,4,1,2,38,1,15,1,2016,"01/2016",2012,12,0,"yes"
"619",32,4,1,3,16,1,15,1,2016,"01/2016",2012,12,0,"yes"
"620",32,4,1,4,1,1,15,1,2016,"01/2016",2012,12,0,"yes"
"621",32,4,1,5,75,1,15,1,2016,"01/2016",2012,12,0,"yes"
"622",32,4,2,1,35,0,15,1,2016,"01/2016",2012,37,0,"yes"
"623",33,4,1,1,20,0,25,1,2016,"01/2016",2012,7,0,"yes"
"624",33,4,1,2,21,0,25,1,2016,"01/2016",2012,7,0,"yes"
"625",40,4,1,1,33,0,5,2,2016,"02/2016",2014,12,0,"yes"
"626",40,4,2,1,61,0,5,2,2016,"02/2016",2009,49,0,"yes"
"627",40,4,2,2,6,0,5,2,2016,"02/2016",2009,49,0,"yes"
"628",40,4,4,1,66,0,5,2,2016,"02/2016",2014,37,0,"yes"
"629",40,4,4,2,68,0,5,2,2016,"02/2016",2014,37,0,"yes"
"630",46,4,2,1,57,0,16,2,2016,"02/2016",2009,2,0,"no"
"631",53,4,1,1,17,0,20,2,2016,"02/2016",2010,35,0,"no"
"632",55,4,1,1,80,1,21,2,2016,"02/2016",2013,35,0,"yes"
"633",55,4,1,2,77,1,21,2,2016,"02/2016",2013,35,0,"yes"
"634",56,4,1,1,40,0,21,2,2016,"02/2016",2010,20,0,"no"
"635",65,4,1,1,33,1,3,1,2016,"01/2016",2015,12,0,"yes"
"636",65,4,2,1,34,0,3,1,2016,"01/2016",2008,37,0,"yes"
"637",77,4,1,1,55,0,14,1,2016,"01/2016",2015,20,0,"no"
"638",78,4,1,1,22,0,19,1,2016,"01/2016",2008,32,0,"yes"
"639",78,4,2,1,62,1,19,1,2016,"01/2016",2012,20,0,"yes"
"640",80,4,2,1,20,1,20,1,2016,"01/2016",2015,63,0,"yes"
"641",80,4,2,2,17,1,20,1,2016,"01/2016",2015,63,0,"yes"
"642",80,4,2,3,15,1,20,1,2016,"01/2016",2015,63,0,"yes"
"643",82,4,1,1,16,0,22,1,2016,"01/2016",2009,37,0,"yes"
"644",82,4,1,2,17,0,22,1,2016,"01/2016",2009,37,0,"yes"
"645",82,4,1,3,17,0,22,1,2016,"01/2016",2009,37,0,"yes"
"646",83,4,1,1,40,0,24,1,2016,"01/2016",2015,2,0,"no"
"647",88,4,2,1,68,0,3,1,2016,"01/2016",2014,20,0,"yes"
"648",88,4,2,2,61,0,3,1,2016,"01/2016",2014,20,0,"yes"
"649",88,4,3,1,35,0,3,1,2016,"01/2016",2012,63,0,"yes"
"650",88,4,3,2,11,0,3,1,2016,"01/2016",2012,63,0,"yes"
"651",88,4,3,3,11,0,3,1,2016,"01/2016",2012,63,0,"yes"
"652",89,4,2,1,48,0,11,1,2016,"01/2016",2013,49,0,"yes"
"653",89,4,2,2,22,0,11,1,2016,"01/2016",2013,49,0,"yes"
"654",90,4,1,1,21,1,27,1,2016,"01/2016",2008,20,0,"yes"
"655",90,4,1,2,22,1,27,1,2016,"01/2016",2008,20,0,"yes"
"656",90,4,1,3,20,1,27,1,2016,"01/2016",2008,20,0,"yes"
"657",91,4,1,1,73,1,11,2,2016,"02/2016",2014,49,0,"yes"
"658",91,4,1,2,58,1,11,2,2016,"02/2016",2014,49,0,"yes"
"659",91,4,2,1,33,0,11,2,2016,"02/2016",2013,35,0,"yes"
"660",92,4,1,1,30,1,12,2,2016,"02/2016",2009,20,1,"no"
"661",94,4,1,1,37,0,27,2,2016,"02/2016",2015,20,0,"yes"
"662",94,4,1,2,63,0,27,2,2016,"02/2016",2015,20,0,"yes"
"663",94,4,1,3,38,0,27,2,2016,"02/2016",2015,20,0,"yes"
"664",94,4,1,4,8,0,27,2,2016,"02/2016",2015,20,0,"yes"
"665",100,4,2,1,57,0,27,2,2016,"02/2016",2013,12,0,"no"
"666",102,4,1,1,19,0,4,3,2016,"03/2016",2011,12,0,"yes"
"667",102,4,1,2,22,0,4,3,2016,"03/2016",2011,12,0,"yes"
"668",102,4,1,3,18,0,4,3,2016,"03/2016",2011,12,0,"yes"
"669",105,4,2,1,56,0,8,3,2016,"03/2016",2014,49,0,"no"
"670",109,4,2,1,58,0,12,3,2016,"03/2016",2012,12,0,"yes"
"671",109,4,2,2,45,0,12,3,2016,"03/2016",2012,12,0,"yes"
"672",109,4,2,3,9,0,12,3,2016,"03/2016",2012,12,0,"yes"
"673",111,4,2,1,27,1,19,3,2016,"03/2016",2009,49,0,"no"
"674",115,4,1,1,99,0,21,3,2016,"03/2016",2015,52,0,"no"
"675",124,4,2,1,31,0,25,3,2016,"03/2016",2013,7,0,"no"
"676",125,4,1,1,28,1,26,3,2016,"03/2016",2012,20,0,"no"
"677",129,4,3,1,60,0,27,3,2016,"03/2016",2008,20,0,"yes"
"678",129,4,4,1,71,0,27,3,2016,"03/2016",2011,37,0,"yes"
"679",129,4,4,2,44,0,27,3,2016,"03/2016",2011,37,0,"yes"
"680",129,4,4,3,26,0,27,3,2016,"03/2016",2011,37,0,"yes"
"681",129,4,4,4,6,0,27,3,2016,"03/2016",2011,37,0,"yes"
"682",129,4,4,5,5,0,27,3,2016,"03/2016",2011,37,0,"yes"
"683",132,4,1,1,31,1,14,2,2016,"02/2016",2010,37,0,"no"
"684",138,4,1,1,75,1,10,2,2016,"02/2016",2013,19,0,"yes"
"685",138,4,1,2,73,1,10,2,2016,"02/2016",2013,19,0,"yes"
"686",139,4,2,1,58,1,12,2,2016,"02/2016",2013,35,0,"no"
"687",145,4,1,1,24,2,15,2,2016,"02/2016",2013,37,0,"yes"
"688",145,4,1,2,4,2,15,2,2016,"02/2016",2013,37,0,"yes"
"689",145,4,2,1,45,0,15,2,2016,"02/2016",2015,18,0,"yes"
"690",147,4,1,1,43,0,19,2,2016,"02/2016",2013,19,0,"no"
"691",157,4,1,1,43,0,20,3,2016,"03/2016",2015,63,0,"yes"
"692",157,4,1,2,25,0,20,3,2016,"03/2016",2015,63,0,"yes"
"693",157,4,2,1,65,1,20,3,2016,"03/2016",2013,37,0,"yes"
"694",157,4,2,2,66,1,20,3,2016,"03/2016",2013,37,0,"yes"
"695",157,4,2,3,76,1,20,3,2016,"03/2016",2013,37,0,"yes"
"696",157,4,2,4,64,1,20,3,2016,"03/2016",2013,37,0,"yes"
"697",159,4,2,1,53,1,23,3,2016,"03/2016",2015,55,0,"yes"
"698",159,4,2,2,24,1,23,3,2016,"03/2016",2015,55,0,"yes"
"699",163,4,1,1,57,0,1,4,2016,"04/2016",2013,37,0,"no"
"700",168,4,1,1,46,0,2,4,2016,"04/2016",2012,35,1,"no"
"701",170,4,1,1,87,0,4,4,2016,"04/2016",2010,49,0,"no"
"702",172,4,3,1,22,0,6,4,2016,"04/2016",2009,30,0,"no"
